date,CO01C015 Index,CO03C001 Index,CO03C005 Index,CO03C008 Index,CO24C069 Index,NACI0004 Index,NACI00AD Index,NACI00B4 Index,NACI0137 Index,NACI019C Index
2023-07-12,72.95,90.63,89.24,104.04,113.14,72.65,90.9,89.45,94.8,87.0
2023-07-13,72.95,93.39,89.24,104.04,113.14,72.2,91.8,90.35,95.5,86.55
2023-07-14,64.62,92.0,79.61,93.42,94.04,75.15,92.0,90.55,96.0,89.5
2023-07-17,64.62,90.44,79.61,93.42,94.04,70.15,91.35,89.9,95.4,84.65
2023-07-18,64.62,89.0,79.61,93.42,94.04,77.9,91.65,90.2,96.0,92.4
2023-07-19,64.62,95.58,79.61,93.42,94.04,73.35,91.65,90.2,96.0,87.85
2023-07-20,64.62,89.25,79.61,93.42,94.04,81.6,94.65,93.2,97.5,96.1
2023-07-21,68.77,88.75,83.05,94.84,94.66,87.1,97.65,96.2,97.75,101.6
2023-07-24,68.77,88.5,83.05,94.84,94.66,92.15,100.15,98.7,100.0,106.65
2023-07-25,68.77,91.2,83.05,94.84,94.66,94.9,100.15,98.7,100.0,109.4
2023-07-26,68.77,89.0,83.05,94.84,94.66,94.4,102.45,101.0,100.0,106.9
2023-07-27,68.77,89.0,83.05,94.84,94.66,92.8,102.45,101.0,100.0,105.5
2023-07-28,72.43,88.25,88.62,101.66,107.0,90.75,102.35,100.9,100.0,99.0
2023-07-31,72.43,103.17,88.62,101.66,107.0,89.85,102.35,100.9,99.7,102.5
2023-08-01,72.43,103.63,88.62,101.66,107.0,88.45,101.65,101.2,99.4,101.1
2023-08-02,72.43,104.88,88.62,101.66,107.0,88.2,101.75,101.3,99.4,101.0
2023-08-03,72.43,107.67,88.62,101.66,107.0,88.9,101.65,101.2,98.9,101.4
2023-08-04,72.3,106.55,88.82,101.37,100.94,90.75,103.65,103.2,98.9,103.65
2023-08-07,72.3,108.57,88.82,101.37,100.94,93.25,103.65,103.2,97.8,106.45
2023-08-08,72.3,108.37,88.82,101.37,100.94,95.75,104.65,104.2,98.5,109.15
2023-08-09,72.3,112.75,88.82,101.37,100.94,93.05,,,,106.05
2023-08-10,72.3,112.75,88.82,101.37,100.94,92.15,104.45,104.0,98.0,105.15
2023-08-11,,,92.25,,,91.7,104.45,104.0,98.0,105.25
2023-08-14,75.4,115.25,92.25,105.73,110.4,93.05,105.45,105.0,98.0,106.8
2023-08-15,75.4,116.0,92.25,105.73,110.4,88.05,106.75,106.3,98.7,101.8
2023-08-16,75.4,114.9,92.25,105.73,110.4,97.15,106.75,106.3,99.0,111.05
2023-08-17,75.4,114.5,92.25,105.73,110.4,97.65,106.75,106.3,99.0,111.55
2023-08-18,79.28,117.5,96.66,110.94,111.92,98.55,106.75,106.3,99.0,112.8
2023-08-21,79.28,120.75,96.66,110.94,111.92,99.9,106.75,106.3,99.0,114.15
2023-08-22,79.28,124.44,96.66,110.94,111.92,100.85,106.75,106.3,99.0,115.2
2023-08-23,79.28,119.25,,110.94,111.92,96.5,106.45,106.0,99.5,111.2
2023-08-24,79.28,118.6,96.66,110.94,111.92,93.5,106.45,106.0,99.8,108.3
2023-08-25,82.54,118.6,100.17,115.36,114.95,95.5,105.45,105.0,98.5,110.3
2023-08-28,,,,,,,104.95,104.5,98.75,
2023-08-29,82.54,115.4,100.17,115.36,114.95,95.0,104.35,103.9,99.75,111.5
2023-08-30,82.54,115.0,100.17,115.36,114.95,95.1,103.45,103.0,99.45,110.15
2023-08-31,82.54,111.1,100.17,115.36,114.95,96.0,102.7,102.25,99.0,111.05
2023-09-01,81.79,109.0,99.41,113.72,113.18,91.8,,,,106.85
2023-09-04,81.79,107.38,99.41,113.72,113.18,90.9,102.45,102.0,99.0,106.2
2023-09-05,81.79,117.17,99.41,113.72,113.18,91.35,101.9,101.45,98.8,107.1
2023-09-06,81.79,116.6,99.41,113.72,113.18,93.5,102.25,101.8,99.8,109.25
2023-09-07,81.79,117.0,99.41,113.72,113.18,91.0,102.55,102.1,99.8,108.4
2023-09-08,79.64,118.7,97.85,111.5,109.23,95.0,103.25,102.8,100.0,112.25
2023-09-11,79.64,118.85,97.85,111.5,109.23,93.5,103.95,103.5,101.0,110.95
2023-09-12,79.64,119.5,97.85,111.5,109.23,96.85,104.35,103.9,101.2,114.3
2023-09-13,79.64,121.0,97.85,111.5,109.23,96.1,106.0,105.55,103.15,113.55
2023-09-14,79.64,124.2,97.85,111.5,109.23,94.0,107.3,106.85,104.15,112.5
2023-09-15,85.45,128.17,104.8,118.88,114.06,108.15,108.35,107.9,105.15,126.4
2023-09-18,85.45,131.3,104.8,118.88,114.06,105.0,108.9,108.45,105.65,123.25
2023-09-19,85.45,130.93,104.8,118.88,114.06,105.3,111.4,110.95,106.65,123.55
2023-09-20,85.45,132.75,104.8,118.88,114.06,109.0,113.25,112.8,109.15,127.25
2023-09-21,85.45,131.88,104.8,118.88,114.06,104.9,114.35,113.9,111.65,123.15
2023-09-22,88.71,132.0,107.76,123.98,117.38,109.1,114.0,113.55,111.65,127.5
2023-09-25,88.71,134.2,107.76,123.98,117.38,109.5,114.9,114.45,112.2,127.9
2023-09-26,88.71,134.67,107.76,123.98,117.38,111.0,116.9,116.45,113.5,129.4
2023-09-27,88.71,133.75,107.76,123.98,117.38,108.15,116.55,116.1,113.5,126.45
2023-09-28,,,,,,108.6,117.05,116.6,114.1,127.05
2023-09-29,89.84,133.1,109.47,125.8,120.68,112.75,118.3,117.85,114.55,131.2
2023-10-02,89.84,132.0,109.47,125.8,120.68,111.0,118.9,118.45,114.85,129.45
2023-10-03,89.84,124.5,109.47,125.8,120.68,108.3,120.35,119.9,116.0,126.8
2023-10-04,89.84,123.33,109.47,125.8,120.68,102.65,120.15,119.7,116.0,121.0
2023-10-05,89.84,120.88,109.47,125.8,120.68,104.0,119.95,119.5,116.15,122.35
2023-10-06,84.48,126.5,101.92,117.35,115.87,105.8,119.95,119.5,116.15,124.9
2023-10-09,84.48,130.17,101.92,117.35,115.87,107.25,119.85,119.4,116.25,125.6
2023-10-10,84.48,132.0,101.92,117.35,115.87,111.0,123.6,123.15,118.5,129.35
2023-10-11,84.48,133.25,101.92,117.35,115.87,107.0,123.6,123.15,119.0,125.5
2023-10-12,84.48,135.33,101.92,117.35,115.87,112.0,124.45,124.0,120.0,130.5
2023-10-13,91.16,136.3,112.25,125.93,127.74,112.0,125.05,124.6,121.0,130.65
2023-10-16,91.16,135.25,112.25,125.93,127.74,120.3,125.1,124.65,121.1,138.9
2023-10-17,91.16,136.4,112.25,125.93,127.74,115.0,126.1,125.65,121.25,133.65
2023-10-18,91.16,135.0,112.25,125.93,127.74,120.0,126.7,126.25,122.25,138.65
2023-10-19,91.16,134.0,112.25,125.93,127.74,110.0,126.55,126.1,123.0,128.55
2023-10-20,94.45,133.0,113.71,128.44,135.8,110.0,126.75,126.3,123.0,130.0
2023-10-23,94.45,129.6,113.71,128.44,135.8,108.15,126.7,126.25,123.2,126.05
2023-10-24,94.45,129.0,113.71,128.44,135.8,109.55,125.45,125.0,123.5,127.3
2023-10-25,94.45,124.35,113.71,128.44,135.8,109.3,123.25,122.8,123.5,126.9
2023-10-26,94.45,125.38,113.71,128.44,135.8,110.0,123.1,122.65,123.7,127.9
2023-10-27,88.64,125.67,107.51,121.68,128.58,108.1,122.75,122.3,123.7,126.0
2023-10-30,88.64,124.85,107.51,121.68,128.58,107.25,122.0,121.55,122.7,125.2
2023-10-31,88.64,121.5,107.51,121.68,128.58,105.5,119.0,118.55,121.0,123.3
2023-11-01,88.64,122.0,107.51,121.68,128.58,105.5,119.1,118.65,120.5,123.55
2023-11-02,,,,,,105.0,118.6,118.15,119.5,122.45
2023-11-03,83.18,121.5,101.26,114.85,119.82,99.45,117.75,117.3,118.0,116.6
2023-11-06,83.18,121.0,101.26,114.85,119.82,100.0,115.8,115.35,117.0,116.65
2023-11-07,83.18,115.25,101.26,114.85,119.82,91.65,113.6,113.15,116.0,107.8
2023-11-08,83.18,116.0,101.26,114.85,119.82,95.8,113.55,113.1,115.0,111.3
2023-11-09,83.18,117.81,101.26,114.85,119.82,96.25,113.45,113.0,115.0,112.0
2023-11-10,77.81,113.4,94.6,108.43,118.11,95.35,113.45,113.0,115.05,110.6
2023-11-13,77.81,110.83,94.6,108.43,118.11,88.45,,,,104.15
2023-11-14,77.81,111.67,94.6,108.43,118.11,93.85,111.55,111.1,114.0,109.55
2023-11-15,77.81,112.67,94.6,108.43,118.11,93.5,111.95,111.5,114.0,109.05
2023-11-16,77.81,108.5,94.6,108.43,118.11,93.5,112.15,111.7,114.0,108.75
2023-11-17,74.8,108.4,91.56,104.62,112.56,92.6,110.6,110.15,114.0,108.3
2023-11-20,74.8,108.5,91.56,104.62,112.56,93.05,110.45,110.0,114.75,108.75
2023-11-21,74.8,108.25,91.56,104.62,112.56,93.05,110.9,110.45,115.15,109.2
2023-11-22,74.8,110.4,91.56,104.62,112.56,93.05,111.3,110.85,115.55,109.2
2023-11-23,74.8,110.8,91.56,104.62,112.56,94.9,111.75,111.3,115.55,111.75
2023-11-24,76.82,112.0,94.01,105.44,110.1,96.0,112.15,111.7,115.55,112.95
2023-11-27,76.82,108.0,94.01,105.44,110.1,94.9,112.45,112.0,115.85,111.85
2023-11-28,76.82,106.2,94.01,105.44,110.1,98.35,111.75,111.3,115.85,115.3
2023-11-29,76.82,104.2,94.01,105.44,110.1,91.2,111.85,111.4,116.0,108.3
2023-11-30,76.82,103.42,94.01,105.44,110.1,92.15,112.3,111.85,116.15,111.0
2023-12-01,76.19,103.0,93.15,105.08,111.02,89.95,113.35,112.9,116.65,108.55
2023-12-04,76.19,101.7,93.15,105.08,111.02,90.5,113.6,113.15,116.85,109.1
2023-12-05,76.19,100.96,93.15,105.08,111.02,91.9,112.95,112.5,116.0,110.4
2023-12-06,76.19,101.8,93.15,105.08,111.02,90.55,112.45,112.0,115.6,108.3
2023-12-07,76.19,101.79,93.15,105.08,111.02,93.75,111.6,111.15,115.4,111.5
2023-12-08,73.96,102.38,89.28,100.27,114.46,95.1,111.45,111.0,115.35,113.4
2023-12-11,73.96,102.58,89.28,100.27,114.46,92.8,111.55,111.1,115.0,110.8
2023-12-12,73.96,99.07,89.28,100.27,114.46,91.5,111.45,111.0,114.8,109.5
2023-12-13,73.96,99.38,89.28,100.27,114.46,86.4,111.35,110.9,114.7,103.75
2023-12-14,73.96,98.9,89.28,100.27,114.46,87.3,111.35,110.9,114.7,105.3
2023-12-15,70.8,99.13,86.89,98.24,108.91,87.5,111.6,111.15,114.55,104.65
2023-12-18,70.8,98.9,86.89,98.24,108.91,86.4,111.85,111.4,114.6,103.7
2023-12-19,70.8,98.2,86.89,98.24,108.91,87.05,111.95,111.5,114.6,104.3
2023-12-20,70.8,98.2,86.89,98.24,108.91,87.1,111.75,111.3,113.0,104.7
2023-12-21,70.8,97.9,86.89,98.24,108.91,87.75,111.5,111.05,112.95,105.45
2023-12-22,70.35,96.75,86.36,97.18,104.5,87.0,110.8,110.35,112.25,104.7
2023-12-26,,,,,,,111.15,110.7,112.25,
2023-12-27,70.35,98.63,86.36,97.18,104.5,85.0,111.15,110.7,112.3,102.7
2023-12-28,70.35,97.67,86.36,97.18,104.5,88.0,111.0,110.55,112.0,105.7
2023-12-29,70.83,96.38,84.89,97.04,107.02,87.55,111.15,110.7,112.0,105.15
2024-01-02,70.83,91.0,84.89,97.04,107.02,85.7,111.4,110.95,112.0,103.45
2024-01-03,70.83,91.0,84.89,97.04,107.02,84.35,111.25,110.8,110.0,101.9
2024-01-04,70.83,98.58,84.89,97.04,107.02,86.4,110.6,110.15,109.8,104.1
2024-01-05,70.58,98.4,84.87,96.54,104.41,89.15,110.4,109.95,109.0,106.6
2024-01-08,70.58,94.8,84.87,96.54,104.41,88.25,110.3,109.85,108.7,105.7
2024-01-09,70.58,97.13,84.87,96.54,104.41,86.0,109.85,109.4,108.3,103.8
2024-01-10,70.58,97.95,84.87,96.54,104.41,85.95,109.5,109.05,108.0,103.6
2024-01-11,70.58,97.54,84.87,96.54,104.41,85.7,109.45,109.0,107.8,103.5
2024-01-12,68.88,97.3,84.49,94.3,101.25,85.0,109.25,108.8,107.75,102.25
2024-01-15,68.88,96.3,84.49,94.3,101.25,87.0,109.45,109.0,107.0,104.25
2024-01-16,68.88,97.13,84.49,94.3,101.25,85.5,109.35,108.9,106.8,102.85
2024-01-17,68.88,96.08,84.49,94.3,101.25,83.4,109.5,109.05,107.0,100.55
2024-01-18,68.88,96.83,84.49,94.3,101.25,83.65,110.0,109.55,107.0,100.8
2024-01-19,66.82,94.83,82.68,92.74,96.39,81.6,110.2,109.75,107.05,98.6
2024-01-22,66.82,91.83,82.68,92.74,96.39,79.05,110.5,110.05,107.3,96.1
2024-01-23,66.82,91.9,82.68,92.74,96.39,80.45,110.4,109.95,107.3,97.75
2024-01-24,66.82,91.67,82.68,92.74,96.39,79.5,111.15,110.7,107.2,97.0
2024-01-25,66.82,89.7,82.68,92.74,96.39,80.0,111.35,110.9,107.2,97.5
2024-01-26,63.76,90.1,79.22,89.26,89.5,79.75,111.55,111.1,107.2,97.7
2024-01-29,63.76,91.45,79.22,89.26,89.5,78.15,111.55,111.1,106.7,96.1
2024-01-30,63.76,89.4,79.22,89.26,89.5,79.5,111.4,110.95,107.0,97.45
2024-01-31,63.76,90.81,79.22,89.26,89.5,80.9,111.4,110.95,106.5,98.45
2024-02-01,63.76,89.63,79.22,89.26,89.5,79.75,110.6,110.15,106.3,98.0
2024-02-02,63.95,89.5,78.74,88.83,90.3,79.5,110.35,109.9,106.45,98.25
2024-02-05,63.95,91.61,78.74,88.83,90.3,80.2,110.25,109.8,106.75,98.7
2024-02-06,63.95,91.4,78.74,88.83,90.3,79.6,110.65,110.2,107.15,98.15
2024-02-07,63.95,91.88,78.74,88.83,90.3,82.7,111.15,110.7,107.65,101.4
2024-02-08,63.95,93.69,78.74,88.83,90.3,82.95,111.25,110.8,107.0,101.85
2024-02-09,65.8,,81.73,,,80.9,112.05,111.6,107.0,100.45
2024-02-12,65.8,92.53,81.73,91.0,88.65,82.05,,,,101.6
2024-02-13,65.8,93.69,81.73,91.0,88.65,82.75,112.35,111.9,107.0,102.3
2024-02-14,65.8,92.73,81.73,91.0,88.65,82.0,112.35,111.9,106.9,100.05
2024-02-15,65.8,92.79,81.73,91.0,88.65,77.0,112.5,112.05,107.0,94.8
2024-02-16,65.88,92.63,82.04,90.98,84.21,81.35,112.25,111.8,106.95,99.9
2024-02-19,65.88,92.78,82.04,90.98,84.21,80.2,112.9,112.45,107.75,99.55
2024-02-20,65.88,93.22,82.04,90.98,84.21,81.15,113.1,112.65,108.0,100.5
2024-02-21,65.88,92.88,82.04,90.98,84.21,81.8,113.0,112.55,108.0,101.35
2024-02-22,65.88,93.8,82.04,90.98,84.21,82.75,113.35,112.9,108.2,103.05
2024-02-23,66.13,93.09,82.13,91.23,86.37,84.0,114.5,114.05,108.4,104.1
2024-02-26,66.13,93.33,82.13,91.23,86.37,85.0,114.95,114.5,108.6,105.1
2024-02-27,66.13,92.0,82.13,91.23,86.37,86.65,116.0,115.55,109.0,106.9
2024-02-28,66.13,92.0,82.13,91.23,86.37,88.7,116.3,115.85,109.15,108.8
2024-02-29,66.13,92.0,82.13,91.23,86.37,86.85,116.45,116.0,109.45,107.25
2024-03-01,69.47,92.75,85.62,95.38,95.58,86.0,116.55,116.1,109.5,106.5
2024-03-04,69.47,92.88,85.62,95.38,95.58,87.55,117.05,116.6,110.0,106.75
2024-03-05,69.47,93.63,85.62,95.38,95.58,92.35,117.3,116.85,109.9,111.5
2024-03-06,69.47,99.04,85.62,95.38,95.58,88.0,116.8,116.35,110.25,107.45
2024-03-07,69.47,94.63,85.62,95.38,95.58,91.2,117.2,116.75,110.0,110.1
2024-03-08,72.42,94.33,90.49,101.98,105.25,91.05,117.25,116.8,109.6,109.65
2024-03-11,72.42,93.0,90.49,101.98,105.25,90.5,118.65,118.25,109.3,108.65
2024-03-12,72.42,99.17,90.49,101.98,105.25,89.6,117.75,117.35,109.0,107.95
2024-03-13,72.42,99.52,90.49,101.98,105.25,89.95,117.0,116.6,109.2,108.5
2024-03-14,72.42,96.25,90.49,101.98,105.25,89.6,117.05,116.65,109.3,108.5
2024-03-15,70.93,98.25,89.59,99.84,105.25,89.85,117.15,116.75,109.3,108.75
2024-03-18,70.93,99.7,89.59,99.84,105.25,89.6,115.5,115.1,109.3,108.5
2024-03-19,70.93,102.0,89.59,99.84,105.25,90.5,113.3,112.9,109.0,109.4
2024-03-20,70.93,101.25,89.59,99.84,105.25,90.4,112.1,111.7,108.3,109.6
2024-03-21,70.93,100.25,89.59,99.84,105.25,88.7,111.85,111.45,108.0,107.6
2024-03-22,70.16,100.0,89.59,99.51,107.5,89.15,111.3,110.9,107.4,108.6
2024-03-25,70.16,101.5,89.59,99.51,107.5,90.75,110.0,109.6,106.6,109.9
2024-03-26,70.16,100.95,89.59,99.51,107.5,91.45,109.5,109.1,105.6,110.9
2024-03-27,70.16,99.5,89.59,99.51,107.5,92.35,109.2,108.8,105.1,111.8
2024-03-28,73.17,101.67,91.01,102.58,115.52,93.25,108.3,107.9,104.0,112.55
2024-04-01,,,,,,,107.9,107.5,103.7,
2024-04-02,73.17,104.13,91.01,102.58,115.52,90.0,107.8,107.4,103.0,109.2
2024-04-03,73.17,103.0,91.01,102.58,115.52,91.7,106.95,106.55,102.75,110.7
2024-04-04,73.17,100.93,91.01,102.58,115.52,87.75,106.45,106.05,102.0,105.85
2024-04-05,75.43,101.97,93.0,103.63,109.83,87.95,105.4,105.0,101.7,106.15
2024-04-08,75.43,99.69,93.0,103.63,109.83,86.0,104.7,104.3,101.8,104.05
2024-04-09,75.43,105.83,93.0,103.63,109.83,88.9,104.1,103.7,101.3,106.95
2024-04-10,75.43,108.5,93.0,103.63,109.83,89.85,-268.0,-484.0,-884.0,107.85
2024-04-11,75.43,110.13,93.0,103.63,109.83,89.85,104.4,104.0,101.35,107.85
2024-04-12,72.41,110.5,92.75,104.42,111.75,90.0,104.5,104.1,101.4,107.35
2024-04-15,72.41,109.6,92.75,104.42,111.75,89.0,105.45,105.05,100.4,106.35
2024-04-16,72.41,109.8,92.75,104.42,111.75,95.35,106.05,105.65,100.7,112.65
2024-04-17,72.41,111.85,92.75,104.42,111.75,95.4,105.65,105.25,100.7,112.65
2024-04-18,72.41,111.21,92.75,104.42,111.75,91.65,106.05,105.65,100.9,110.2
2024-04-19,75.71,112.3,95.8,108.91,114.86,91.65,106.95,106.55,101.0,110.8
2024-04-22,75.71,111.83,95.8,108.91,114.86,89.0,106.65,106.25,101.4,108.3
2024-04-23,75.71,107.1,95.8,108.91,114.86,88.0,106.1,105.7,101.35,107.45
2024-04-24,75.71,105.42,95.8,108.91,114.86,91.25,105.85,105.45,101.2,110.35
2024-04-25,75.71,104.08,95.8,108.91,114.86,87.1,105.85,105.45,101.0,106.2
2024-04-26,71.77,105.0,91.31,103.78,104.22,91.5,106.35,105.95,101.2,110.85
2024-04-29,71.77,99.0,91.31,103.78,104.22,82.4,106.35,105.95,101.2,101.7
2024-04-30,71.77,103.91,91.31,103.78,104.22,87.1,106.15,105.75,101.2,106.3
2024-05-01,71.77,104.1,91.31,103.78,104.22,87.3,,,,106.5
2024-05-02,71.77,105.13,91.31,103.78,104.22,90.05,105.55,105.15,101.1,109.25
2024-05-03,71.54,105.75,91.37,102.73,98.63,91.0,106.0,105.6,101.0,110.1
2024-05-06,,,,,,,106.2,105.8,101.0,
2024-05-07,71.54,107.0,91.37,102.73,98.63,92.15,106.75,106.35,101.5,111.0
2024-05-08,71.54,104.88,91.37,102.73,98.63,92.15,107.85,107.45,102.1,111.05
2024-05-09,71.54,105.69,91.37,102.73,98.63,90.05,109.55,109.15,102.7,108.75
2024-05-10,72.05,106.5,92.93,104.89,95.5,90.5,109.85,109.45,103.0,109.2
2024-05-13,72.05,105.7,92.93,104.89,95.5,89.95,110.75,110.35,103.0,108.5
2024-05-14,72.05,105.56,92.93,104.89,95.5,89.5,110.15,109.75,103.2,108.0
2024-05-15,72.05,105.67,92.93,104.89,95.5,91.0,109.9,109.5,103.1,109.6
2024-05-16,72.05,106.22,92.93,104.89,95.5,91.9,110.9,110.5,103.2,110.25
2024-05-17,71.86,107.1,92.39,103.69,92.35,92.95,110.85,110.45,103.2,111.3
2024-05-20,71.86,108.68,92.39,103.69,92.35,93.95,111.45,111.05,103.0,112.6
2024-05-21,71.86,111.2,92.39,103.69,92.35,95.8,111.9,111.5,102.2,114.7
2024-05-22,71.86,109.81,92.39,103.69,92.35,96.25,,,,115.05
2024-05-23,71.86,112.1,92.39,103.69,92.35,92.0,111.7,111.3,101.8,110.8
2024-05-24,74.87,110.13,95.36,107.11,95.07,96.25,111.25,110.85,101.6,115.0
2024-05-27,,,,,,,111.45,111.05,101.7,
2024-05-28,74.87,109.28,95.36,107.11,95.07,95.8,111.8,111.4,101.8,114.5
2024-05-29,74.87,111.05,95.36,107.11,95.07,97.65,112.1,111.7,101.55,116.25
2024-05-30,74.87,112.38,95.36,107.11,95.07,98.55,110.8,110.4,101.0,117.15
2024-05-31,76.97,112.67,98.19,110.11,102.17,97.65,109.75,109.35,100.8,115.75
2024-06-03,76.97,112.23,98.19,110.11,102.17,101.05,110.05,109.65,100.7,118.9
2024-06-04,76.97,109.38,98.19,110.11,102.17,100.4,110.45,110.05,101.0,118.25
2024-06-05,76.97,109.33,98.19,110.11,102.17,95.0,110.45,110.05,100.8,112.7
2024-06-06,76.97,108.67,98.19,110.11,102.17,97.0,110.7,110.3,100.8,114.5
2024-06-07,76.13,108.48,96.98,108.91,99.42,96.0,111.0,110.6,100.6,113.65
2024-06-10,76.13,108.0,96.98,108.91,99.42,94.2,111.05,110.65,100.8,111.9
2024-06-11,76.13,108.0,96.98,108.91,99.42,93.25,110.75,110.35,100.65,111.05
2024-06-12,76.13,107.4,96.98,108.91,99.42,94.9,110.85,110.45,100.5,112.5
2024-06-13,76.13,108.33,96.98,108.91,99.42,93.95,110.35,109.95,100.3,111.75
2024-06-14,72.77,107.33,94.88,107.09,100.42,88.95,109.9,109.5,100.0,106.8
2024-06-17,72.77,106.8,94.88,107.09,100.42,93.3,,,,111.3
2024-06-18,72.77,106.83,94.88,107.09,100.42,93.95,109.4,109.0,100.0,111.95
2024-06-19,72.77,106.75,94.88,107.09,100.42,94.9,109.35,108.95,99.5,112.65
2024-06-20,72.77,106.88,94.88,107.09,100.42,94.75,108.8,108.4,99.1,112.7
2024-06-21,73.3,106.9,94.56,107.31,101.19,93.0,108.3,107.9,98.9,110.95
2024-06-24,73.3,107.27,94.56,107.31,101.19,93.05,108.15,107.75,98.8,111.1
2024-06-25,73.3,107.32,94.56,107.31,101.19,93.0,107.95,107.55,98.5,110.5
2024-06-26,73.3,106.4,94.56,107.31,101.19,89.6,107.15,106.75,98.0,107.55
2024-06-27,73.3,105.29,94.56,107.31,101.19,89.6,106.9,106.5,98.0,107.0
2024-06-28,71.38,104.8,92.08,103.68,99.39,89.0,106.8,106.4,97.8,106.25
2024-07-01,71.38,104.55,92.08,103.68,99.39,88.0,106.8,106.4,97.8,104.75
2024-07-02,71.38,104.96,92.08,103.68,99.39,85.25,106.45,106.05,97.6,102.0
2024-07-03,71.38,105.05,92.08,103.68,99.39,88.0,106.3,105.9,97.7,104.5
2024-07-04,71.38,105.71,92.08,103.68,99.39,88.9,106.15,105.75,97.7,105.4
2024-07-05,70.73,107.19,91.02,102.59,95.37,91.0,106.05,105.65,97.5,107.65
2024-07-08,70.73,106.63,91.02,102.59,95.37,89.85,106.2,105.8,97.0,106.45
2024-07-09,70.73,106.32,91.02,102.59,95.37,88.45,106.15,105.75,97.4,104.75
2024-07-10,70.73,105.7,91.02,102.59,95.37,87.55,105.75,105.35,98.0,103.85
2024-07-11,70.73,106.08,91.02,102.59,95.37,90.95,106.05,105.65,98.5,107.15
2024-07-12,69.15,107.0,88.98,100.09,96.51,88.0,106.85,106.45,99.0,104.2
2024-07-15,69.15,107.95,88.98,100.09,96.51,88.25,106.9,106.5,99.25,104.55
2024-07-16,69.15,107.85,88.98,100.09,96.51,91.65,106.3,105.9,98.95,107.95
2024-07-17,69.15,107.83,88.98,100.09,96.51,89.5,106.15,105.75,98.45,105.8
2024-07-18,69.15,107.86,88.98,100.09,96.51,88.5,105.9,105.5,98.45,104.75
2024-07-19,70.51,109.0,90.28,101.17,100.34,88.0,106.25,105.85,98.5,108.75
2024-07-22,70.51,109.33,90.28,101.17,100.34,87.95,106.45,106.05,98.85,109.0
2024-07-23,70.51,110.5,90.28,101.17,100.34,85.95,106.4,106.0,99.1,107.05
2024-07-24,70.51,111.7,90.28,101.17,100.34,86.5,106.4,106.0,99.25,107.65
2024-07-25,70.51,112.17,90.28,101.17,100.34,87.0,106.0,105.6,99.5,108.0
2024-07-26,71.53,112.97,91.62,103.25,104.46,87.5,106.05,105.65,99.5,108.65
2024-07-29,71.53,114.33,91.62,103.25,104.46,88.0,106.35,105.95,99.5,109.05
2024-07-30,71.53,114.38,91.62,103.25,104.46,88.5,106.3,105.9,99.4,109.7
2024-07-31,71.53,113.0,91.62,103.25,104.46,88.5,106.0,105.6,99.05,109.7
2024-08-01,71.53,113.5,91.62,103.25,104.46,88.25,106.05,105.65,98.9,109.35
2024-08-02,74.29,,,,,88.0,106.15,105.75,98.4,109.15
2024-08-05,74.29,114.63,95.83,108.21,110.14,88.5,105.85,105.45,98.3,109.6
2024-08-06,74.29,115.88,95.83,108.21,110.14,89.0,105.8,105.4,98.45,110.15
2024-08-07,74.29,115.3,95.83,108.21,110.14,89.5,105.35,104.95,98.35,111.3
2024-08-08,74.29,114.63,95.83,108.21,110.14,90.0,105.2,104.8,98.0,111.85
2024-08-09,77.91,114.95,98.97,111.62,113.44,89.95,,,,111.8
2024-08-12,77.91,119.17,98.97,111.62,113.44,90.5,104.65,104.25,98.4,112.35
2024-08-13,77.91,117.1,98.97,111.62,113.44,90.5,104.75,104.35,98.65,112.4
2024-08-14,77.91,113.99,98.97,111.62,113.44,89.95,104.55,104.15,98.65,111.8
2024-08-15,77.91,115.67,98.97,111.62,113.44,89.95,104.8,104.4,99.15,111.9
2024-08-16,71.22,115.38,94.53,109.58,115.32,91.5,104.2,103.8,99.4,113.55
2024-08-19,71.22,,94.53,,,91.95,104.6,104.2,99.85,113.9
2024-08-20,71.22,114.63,94.53,109.58,115.32,91.95,104.5,104.1,99.9,114.0
2024-08-21,71.22,112.3,94.53,109.58,115.32,90.95,104.2,103.8,100.3,112.95
2024-08-22,71.22,112.15,94.53,109.58,115.32,90.0,104.6,104.2,100.5,111.85
2024-08-23,,,,,,89.0,105.0,104.6,100.55,111.0
2024-08-26,,,,,,,104.6,104.2,100.3,
2024-08-27,69.88,112.63,91.74,104.41,112.74,87.95,104.3,103.9,99.75,109.9
2024-08-28,69.88,113.17,91.74,104.41,112.74,88.5,104.0,103.6,99.55,110.45
2024-08-29,69.88,113.17,91.74,104.41,112.74,88.5,104.0,103.6,99.35,110.35
2024-08-30,69.06,112.77,89.12,104.43,114.42,88.5,103.8,103.4,99.35,110.7
2024-09-02,69.06,114.13,89.12,104.43,114.42,89.0,104.1,103.7,99.5,110.9
2024-09-03,69.06,110.63,89.12,104.43,114.42,89.0,104.1,103.7,99.3,111.0
2024-09-04,69.06,109.88,89.12,104.43,114.42,88.95,104.6,104.2,99.45,110.95
2024-09-05,69.06,109.33,89.12,104.43,114.42,87.95,104.4,104.0,99.45,109.8
2024-09-06,67.29,110.35,87.5,100.16,109.89,87.05,104.9,104.5,99.75,108.95
2024-09-09,67.29,108.71,87.5,100.16,109.89,87.5,104.7,104.3,99.4,109.45
