date,DIEN10CF Index,EUCRBRDT Index,GDD01646 Index,GGC01005 Index,GGC01651 Index,GGD01642 Index,GIOS0004 Index,GIOS0092 Index,GIOS0094 Index,GIOS0097 Index,GIOS0098 Index,GIOS0266 Index,GIOS0299 Index,GIOS0686 Index,GIOS0878 Index,GIOS0880 Index,GIOS0973 Index,GIOS0977 Index,HEATAAAB Index,JET1NECC Index,JETFLAPL Index,JETIGCPR Index,JETKSPOT Index,LACRMAUS Index,MOGFM92S Index,MOGLCB85 Index,N6SH180S Index,N6SH380S Index,NAPHJPNC Index,RBOBG87P Index,USCRSRIN Index,USCRWTIC Index,USCRWTIM Index
2023-10-13,959.5,92.76,3.4617,2.2788,2.2178,2.3228,788.25,648.5,946.75,88.92,88.92,477.75,82.9,542.75,588.5,595.5,92.835,95.595,922.25,1023.5,3.6617,2.9567,116.029,81.84,93.179,2.8103,474.054,459.28,657.0,2.1728,86.4,87.69,88.51
2023-10-16,954.5,93.1,3.3867,2.3155,2.188,2.313,787.25,643.0,955.25,91.13,91.13,487.0,85.1,542.0,597.75,605.75,93.27,96.08,925.75,1018.5,3.2742,2.8542,118.331,80.78,94.382,2.818,493.514,475.457,660.0,2.1805,85.08,86.66,87.51
2023-10-17,926.25,91.77,3.5117,2.3458,2.1845,2.3445,791.25,638.5,922.75,90.8,90.8,480.75,84.77,544.25,590.75,596.75,92.22,95.06,897.5,984.25,3.1967,2.8867,116.585,80.8,93.814,2.5645,491.911,474.249,654.75,2.193,85.25,86.66,87.45
2023-10-18,935.75,93.07,3.9118,2.3978,2.2685,2.4935,819.25,654.75,935.25,92.47,92.47,496.75,86.45,555.5,611.0,622.0,93.87,96.74,912.0,997.5,3.1143,2.8643,117.752,82.45,95.786,2.556,502.369,487.116,669.75,2.271,86.63,88.32,89.08
2023-10-19,931.75,93.22,4.203,2.3405,2.2717,2.5117,825.5,664.25,932.0,91.2,91.2,498.25,85.18,564.75,597.5,610.5,93.97,96.875,909.25,993.0,3.148,2.8774,115.153,83.4,94.643,2.4617,498.122,476.795,670.125,2.2792,87.39,89.37,90.0
2023-10-20,954.25,95.04,4.2566,2.3438,2.2236,2.4211,839.25,669.5,949.0,93.45,93.46,498.0,87.45,567.75,612.0,625.0,95.685,98.645,932.25,1019.0,,2.8592,117.935,82.77,96.433,2.6036,506.558,488.141,677.625,2.2763,86.86,88.75,89.21
2023-10-23,941.25,93.135,3.1955,2.2716,2.1335,2.3435,831.0,658.5,933.75,92.345,92.35,480.75,86.35,568.0,608.0,621.0,93.635,96.665,920.75,1005.5,3.0656,2.8306,117.313,80.48,96.641,2.5416,489.176,468.271,678.875,2.1916,83.45,86.44,86.92
2023-10-24,902.75,88.745,3.1049,2.1727,2.0676,2.2026,809.5,633.0,894.0,90.5,90.5,464.75,84.5,561.0,606.0,617.0,89.715,92.765,883.5,964.0,2.8875,2.7775,112.934,78.36,95.008,2.4077,482.601,460.492,666.875,2.1002,82.15,84.46,84.58
2023-10-25,896.5,88.945,3.0355,2.2138,2.0188,2.1692,798.0,639.5,889.0,89.04,89.04,469.0,83.05,573.0,621.25,631.25,90.185,93.265,879.0,954.75,2.9691,2.7806,111.44,80.08,94.454,2.4488,474.193,452.713,662.75,2.1203,84.46,86.08,86.08
2023-10-26,905.5,89.69,3.0289,2.1621,2.0521,2.1286,806.0,641.0,894.5,90.54,90.54,462.5,84.55,573.0,626.0,636.0,90.795,93.9,889.75,960.0,2.8456,2.8156,113.166,77.83,95.619,2.4871,479.925,457.777,663.125,2.0786,82.71,83.21,83.87
2023-10-27,894.25,89.235,3.0344,2.2152,2.1752,2.175,806.0,635.75,882.25,89.745,89.745,451.75,83.75,556.5,620.5,634.5,90.16,93.06,879.0,951.25,2.8487,2.8487,113.671,80.25,96.723,2.5452,483.253,461.753,657.375,2.1252,85.07,85.54,86.24
2023-10-30,882.5,89.025,2.9011,2.1243,2.1568,2.081,823.0,627.5,861.75,89.86,89.86,437.75,83.85,560.0,612.0,626.0,89.455,92.395,867.0,940.75,2.7641,2.8116,111.521,77.09,94.69,2.4668,472.102,447.007,647.75,2.0218,81.64,82.31,82.96
2023-10-31,900.25,88.51,2.96,2.1423,2.1923,2.0873,808.25,632.5,877.25,88.06,88.06,447.25,82.7,561.5,630.0,640.0,89.12,91.44,883.25,955.75,2.76,2.83,110.889,76.18,92.891,2.4673,465.207,445.114,646.25,2.0523,80.33,81.02,81.67
2023-11-01,908.25,88.625,2.8715,2.088,2.1505,2.0605,820.5,634.25,885.0,86.26,86.31,457.25,80.9,527.0,597.0,597.0,89.03,90.96,891.75,959.25,2.8315,3.0165,111.928,73.77,93.742,2.4155,460.538,444.158,643.5,2.0205,79.73,80.44,81.05
2023-11-02,929.0,88.495,2.893,2.166,2.216,2.126,818.75,631.25,904.75,86.95,86.95,461.5,81.6,494.5,602.25,602.25,88.815,90.435,910.0,979.75,2.8655,2.9705,111.491,76.0,94.192,2.476,469.007,454.557,648.25,2.0935,81.62,82.46,83.29
2023-11-03,905.5,87.985,2.7738,2.1135,2.191,2.101,811.0,624.75,883.75,88.245,88.245,450.0,82.89,485.5,609.0,617.0,88.375,89.695,886.75,959.0,2.7638,2.8538,113.829,74.05,95.673,2.431,476.759,464.373,657.0,2.051,79.66,80.51,81.35
2023-11-06,904.0,88.09,2.8024,2.1534,2.2759,2.1934,814.0,635.25,875.0,86.9,86.9,451.75,81.55,503.5,609.5,619.5,88.47,89.995,885.25,967.25,2.7924,2.9149,111.923,74.3,95.922,2.6409,472.044,457.17,652.75,2.0784,79.84,80.82,81.57
2023-11-07,874.75,84.71,2.7084,2.0827,2.1377,2.1027,794.5,627.75,847.25,85.045,85.045,427.75,79.7,486.0,610.5,620.5,84.93,86.695,857.0,934.75,2.8434,2.8009,111.045,70.77,92.84,2.5652,454.772,438.662,640.5,2.0077,76.37,77.37,78.05
2023-11-08,857.75,82.33,2.6292,2.021,2.0785,2.0485,787.5,613.75,834.5,82.745,82.81,414.75,77.4,474.0,611.0,621.0,82.445,84.34,840.25,919.25,2.8342,2.7117,107.461,68.66,91.503,2.541,442.842,429.06,632.5,1.9585,74.81,75.33,75.97
2023-11-09,828.5,82.72,2.6166,2.0533,2.1508,2.0658,793.75,610.0,805.75,81.3,81.3,427.5,75.95,481.25,628.0,640.0,82.81,84.735,811.0,891.5,2.9191,2.6366,104.123,69.05,90.307,2.5733,442.606,428.651,624.0,1.9908,75.7,75.74,76.3
2023-11-10,,83.665,2.6256,2.087,2.1645,2.067,,,,81.61,81.61,,76.25,,624.0,636.0,,,,,2.9431,2.6981,102.863,70.51,92.015,2.6295,444.644,429.817,630.5,2.012,77.22,77.17,77.77
2023-11-13,838.5,84.395,2.7093,2.1284,2.2109,2.1134,788.25,630.5,832.25,,,438.25,,499.5,,,84.625,86.585,818.0,920.5,2.9593,2.8593,,71.6,,2.6759,,,,2.0559,78.4,78.26,78.86
2023-11-14,850.75,85.175,2.6871,2.0853,2.1628,2.0403,804.5,639.5,845.25,83.355,83.355,447.0,78.0,507.0,627.5,638.5,85.365,87.46,830.0,939.0,3.0371,2.8271,106.783,71.72,95.38,2.5703,449.523,433.682,651.125,2.0128,78.24,78.26,79.08
2023-11-15,846.5,82.48,2.7637,2.0693,2.0643,2.0443,784.25,629.5,837.25,83.24,83.27,439.5,77.9,503.25,622.0,634.0,83.165,84.265,824.75,941.5,3.2137,2.8337,106.676,70.22,92.467,2.5493,459.036,439.922,649.5,1.9943,76.56,76.66,77.47
2023-11-16,824.5,78.475,2.6752,1.9511,1.9611,1.9461,766.5,606.0,808.75,81.675,81.675,421.25,76.35,478.0,620.0,632.0,79.225,80.405,798.5,907.75,2.9252,2.5902,107.526,66.56,90.121,2.5711,457.677,434.717,643.25,1.8686,72.69,72.9,73.86
2023-11-17,837.25,80.035,2.6925,2.027,1.982,2.0245,748.0,621.75,821.75,79.26,79.26,440.0,73.93,498.0,612.5,625.5,80.89,81.805,812.0,923.75,2.9475,2.4425,102.561,69.67,86.903,2.3745,451.282,426.27,626.25,1.9505,76.1,75.89,76.99
2023-11-20,854.25,83.2,2.602,2.0835,1.951,2.042,776.75,637.25,842.75,82.8,82.8,455.0,77.5,505.0,619.25,631.25,84.125,85.14,828.75,932.0,3.0245,2.5702,104.757,71.44,90.322,2.416,464.352,442.942,639.75,2.016,78.02,77.6,78.79
2023-11-21,858.5,82.055,2.6224,2.0955,2.0163,2.0538,767.0,630.0,842.5,83.4,83.43,444.75,78.1,497.75,613.25,628.25,83.025,84.015,832.75,929.5,3.4249,2.6317,105.98,71.38,91.972,2.4338,462.982,442.144,646.75,2.028,78.61,77.43,78.72
2023-11-22,851.75,79.55,2.5891,2.1033,2.0424,2.0424,771.0,616.75,840.0,84.195,84.195,426.75,78.9,483.0,605.75,620.75,80.37,81.56,827.5,919.5,3.3844,2.5794,108.375,70.73,91.985,2.3958,470.544,450.372,656.0,2.0383,76.75,76.75,77.94
2023-11-23,856.5,80.975,,,,,764.25,632.75,840.0,82.7,82.7,438.0,77.4,489.75,604.0,619.0,81.905,83.215,830.25,926.25,,,106.414,,91.826,,461.305,439.832,653.125,,,,
2023-11-24,863.0,81.89,,,,,777.5,639.75,846.5,83.06,83.06,443.75,77.75,495.0,604.0,619.0,82.73,84.14,838.5,928.5,,,106.064,,92.201,,461.172,440.346,653.0,,,,
2023-11-27,839.75,80.16,2.5154,2.0829,1.9579,1.9724,757.75,627.25,833.0,81.51,81.51,433.25,76.2,486.5,597.0,610.0,80.66,82.6,825.0,904.75,3.3332,2.5207,104.793,69.0,90.246,2.2829,454.418,433.643,634.75,2.0204,75.55,74.86,76.26
2023-11-28,854.25,82.06,2.5695,2.1101,1.9926,2.02,761.75,639.5,847.5,82.145,82.145,441.5,76.83,494.0,598.25,611.25,82.48,84.165,841.25,910.25,3.3965,2.5915,105.027,70.59,91.89,2.3301,461.591,439.615,630.75,2.0526,77.36,76.41,77.76
2023-11-29,839.25,82.365,2.5685,2.1523,2.0548,2.0736,766.5,641.0,836.0,82.66,82.66,446.25,77.35,504.0,595.0,608.0,82.68,84.32,809.5,890.0,2.8687,2.5412,107.134,72.0,92.825,2.5073,474.274,452.071,659.25,2.0798,78.68,77.86,79.21
2023-11-30,817.5,80.6,2.4992,2.0658,1.9733,2.0008,786.5,631.0,817.25,85.39,85.39,431.25,80.1,506.0,610.0,620.0,80.935,82.775,787.25,868.5,2.8242,2.4342,107.288,70.72,93.71,2.4358,479.917,461.801,672.625,1.9958,76.65,75.96,77.38
2023-12-01,821.5,81.01,2.429,1.9811,1.9211,1.9461,750.75,654.5,820.75,81.35,81.35,440.5,76.05,513.0,599.5,609.5,81.645,83.12,793.75,872.25,2.6815,2.399,105.9,66.52,89.529,2.3411,461.874,447.221,661.25,1.9086,74.07,74.07,75.45
2023-12-04,807.75,78.205,2.4197,1.9767,1.9192,1.9592,730.0,639.25,802.25,78.04,78.04,432.75,72.75,508.0,600.25,610.25,78.695,80.18,780.5,858.0,2.6797,2.3847,104.094,65.51,86.577,2.3542,447.398,434.951,651.75,1.9142,73.54,73.04,74.34
2023-12-05,807.25,78.04,2.3511,1.9503,1.8603,1.9253,749.0,638.25,800.75,78.54,78.54,435.0,73.25,513.0,593.75,604.75,78.46,80.02,775.5,849.75,2.7411,2.3786,104.007,64.73,88.392,2.3303,452.834,441.027,654.75,1.8903,72.79,72.32,73.59
2023-12-06,782.75,74.665,2.2762,1.8702,1.7502,1.8402,724.25,616.75,775.0,77.55,77.62,408.25,72.25,503.0,590.0,603.5,74.965,76.82,751.75,813.0,2.8362,2.3062,103.462,61.89,86.957,2.3002,437.35,425.984,646.75,1.8327,69.83,69.38,70.71
2023-12-07,785.25,74.315,2.2542,1.8337,1.6712,1.7912,711.25,612.0,776.75,75.01,75.01,403.25,69.7,488.25,593.0,606.0,74.605,76.46,753.75,810.75,2.6992,2.2642,100.756,61.75,84.724,2.2712,419.123,406.266,638.0,1.7862,69.72,69.34,70.65
2023-12-08,788.0,75.785,2.276,1.9098,1.7198,1.8648,707.5,619.5,782.5,76.09,76.09,412.25,70.78,490.25,599.75,612.75,76.07,77.925,758.5,816.5,2.741,2.2635,99.19,63.57,85.1,2.4673,423.56,413.451,650.0,1.8373,71.69,71.23,72.47
2023-12-11,792.25,75.85,2.3137,1.8706,1.6431,1.8581,707.25,614.75,785.5,76.64,76.64,412.0,71.33,490.0,600.0,613.0,75.95,77.98,763.0,827.0,2.7687,2.2437,99.215,63.68,85.165,2.4606,431.659,424.603,649.25,1.7906,71.37,71.32,72.52
2023-12-12,735.25,73.5,2.2424,1.7897,1.5797,1.7322,700.5,608.0,738.75,76.24,76.24,402.0,70.93,477.25,595.0,608.0,73.61,75.54,707.0,798.0,2.6574,2.2299,99.758,61.0,85.642,2.0772,430.881,428.888,659.0,1.7422,68.71,68.61,69.91
2023-12-13,744.75,74.07,2.3081,1.8649,1.6699,1.7899,683.5,611.75,747.5,71.56,71.56,411.0,66.25,482.0,582.25,597.25,74.08,75.945,737.25,810.75,2.3981,2.3106,96.317,61.9,82.797,2.1449,416.639,413.966,646.25,1.8124,69.22,69.47,70.69
2023-12-14,763.25,77.27,2.3763,1.9713,1.7438,1.8838,714.5,636.5,766.5,74.41,74.41,425.75,69.1,496.0,589.0,604.0,77.325,79.01,762.0,829.25,2.4013,2.3613,100.195,64.18,85.636,2.1688,429.901,423.492,671.0,1.9213,71.05,71.58,72.85
2023-12-15,776.0,77.035,2.4308,2.0395,1.712,1.9395,728.0,639.75,780.0,76.15,76.15,420.0,70.85,492.5,591.0,606.0,77.15,78.77,775.0,847.25,2.4208,2.3903,100.654,64.13,88.491,2.187,432.67,427.581,682.375,1.977,71.48,71.43,72.75
2023-12-18,800.75,79.09,2.4628,2.0865,1.784,1.964,729.5,653.0,806.0,76.15,76.15,429.25,70.85,499.5,589.0,604.0,79.205,80.83,787.25,883.25,2.4728,2.4603,100.546,65.38,88.323,2.209,431.651,425.232,685.875,2.0065,72.38,72.47,73.94
2023-12-19,811.5,80.065,2.4968,2.1408,1.8058,2.0008,734.5,649.75,804.0,76.85,76.85,431.75,71.55,508.0,601.0,614.0,80.15,81.82,794.75,890.0,2.3968,2.5394,102.655,66.72,89.094,2.4008,432.121,428.208,682.625,2.0408,73.09,73.44,75.26
2023-12-20,819.5,81.54,2.4835,2.1421,1.8107,2.0007,742.0,653.5,809.5,79.045,79.045,438.0,73.75,515.0,612.0,626.0,81.74,83.345,801.0,902.25,2.4085,2.5177,104.923,67.36,90.708,2.4007,442.946,442.896,694.375,2.0386,74.11,73.95,75.66
2023-12-21,812.25,80.56,2.4718,2.1091,1.8085,1.961,731.25,644.5,807.75,78.85,78.85,430.25,73.55,509.0,614.0,627.0,80.66,82.035,793.75,889.0,2.3968,2.5192,103.141,67.05,88.526,2.3585,444.687,444.742,675.375,2.0081,74.23,73.61,75.61
2023-12-22,814.0,80.725,2.4512,2.0865,1.7351,1.9301,733.75,645.25,807.25,79.1,79.1,433.5,73.8,512.0,613.0,625.0,80.805,82.2,795.5,888.25,2.3358,2.4808,102.285,66.98,88.173,2.3415,448.429,448.124,667.375,1.9905,73.26,73.26,75.26
2023-12-26,,,2.4213,2.1049,1.7724,1.9533,,,,78.645,78.645,,73.35,,606.0,617.0,,,,,2.3467,2.4717,100.318,68.48,87.416,2.3724,445.729,441.469,663.375,2.0389,75.57,75.57,76.97
2023-12-27,800.5,80.92,2.3289,2.1269,1.8519,1.9225,738.5,651.5,793.5,80.2,80.2,430.25,74.9,523.0,608.25,619.25,80.95,82.545,782.25,869.0,2.2661,2.3875,101.234,67.07,89.609,2.3619,452.411,450.525,691.25,2.0209,73.6,74.11,75.51
2023-12-28,793.75,79.06,2.2613,2.0422,1.6522,1.8152,734.5,648.5,784.5,79.1,79.1,414.5,73.8,516.0,620.5,631.5,79.295,80.73,770.5,861.0,2.2065,2.3553,100.343,65.19,88.649,2.2997,443.875,440.8,688.125,1.9512,71.47,71.77,73.23
2023-12-29,773.25,77.6,2.2814,2.0538,1.6088,1.8513,717.5,638.5,763.0,77.1,77.1,405.75,71.8,512.0,620.0,631.0,77.735,79.415,751.25,839.25,2.2289,2.3314,98.393,64.61,87.458,2.6688,430.702,429.126,668.75,1.9578,71.65,71.65,73.11
2024-01-02,773.5,75.845,2.2733,2.0459,1.6249,1.9199,727.0,626.5,762.75,78.095,78.095,401.75,72.8,508.0,629.0,638.0,75.895,78.06,740.75,836.0,2.1929,2.3533,100.52,62.89,88.036,2.6574,441.544,440.609,659.5,1.9489,70.56,70.38,71.87
2024-01-03,787.0,77.13,2.3344,2.1231,1.6281,1.8831,714.0,639.0,785.75,75.29,75.29,427.0,70.0,511.0,616.0,626.0,77.13,79.92,772.5,854.75,2.6844,2.4469,97.688,65.28,85.897,2.5081,439.693,440.963,635.5,2.0171,73.31,72.7,74.3
2024-01-04,766.5,75.805,2.3234,2.0826,1.5751,1.8401,731.5,620.5,762.5,78.65,78.65,423.25,73.35,485.5,612.75,622.75,75.805,78.605,753.75,837.25,2.6084,2.4359,101.369,64.63,89.586,2.4601,462.002,459.418,650.75,1.9766,72.86,72.19,73.66
2024-01-05,780.0,78.855,2.3435,2.0905,1.5705,1.8405,726.5,637.5,773.25,77.75,77.75,435.75,72.45,487.5,599.0,609.0,78.855,81.36,765.5,855.0,2.6385,2.5035,100.724,66.01,87.601,2.2455,455.37,448.842,639.25,1.9945,74.16,73.81,75.17
2024-01-08,763.75,75.76,2.3019,1.9928,1.4878,1.7428,699.75,623.25,756.25,77.86,77.86,409.0,72.55,476.5,598.5,609.5,75.79,78.225,749.5,836.0,2.5069,2.4634,100.991,63.15,86.599,2.2478,441.702,435.533,641.5,1.9218,70.96,70.77,72.22
2024-01-09,786.0,78.92,2.3804,2.0643,1.7968,1.7868,720.0,633.25,778.0,76.85,76.86,425.5,71.55,483.5,587.5,600.5,79.27,81.0,771.75,852.5,2.5804,2.6029,100.252,64.59,85.094,2.0268,436.875,428.734,642.5,1.9658,72.25,72.24,73.69
2024-01-10,788.0,78.665,2.3256,2.0548,1.7423,1.7473,722.0,632.5,781.75,78.0,78.0,418.5,72.7,484.0,579.5,590.5,78.715,80.535,775.5,852.0,2.5306,2.5156,101.188,63.65,87.4,2.0173,436.508,428.513,648.75,1.9918,71.11,71.37,72.7
2024-01-11,802.0,80.495,2.3563,2.1193,1.8393,1.7993,728.5,635.0,796.75,77.29,77.36,427.25,72.0,496.0,573.75,583.75,80.72,82.395,783.0,865.75,2.6288,2.6138,100.215,64.36,87.355,2.0643,434.119,423.222,652.25,2.0483,71.8,72.02,73.42
2024-01-12,804.75,80.015,2.3243,2.1153,1.8453,1.8053,738.5,630.25,801.0,79.05,79.18,410.75,73.74,504.5,577.0,586.0,80.215,81.915,782.25,878.75,2.6243,2.5918,103.494,65.15,90.496,2.0703,434.118,422.227,659.25,2.0518,73.44,72.68,74.22
2024-01-15,799.0,79.075,,,,,736.0,630.5,789.75,78.0,78.07,412.5,72.7,517.5,562.5,570.5,79.535,81.13,771.75,889.5,,,100.952,,89.206,,435.187,424.475,666.25,,,,
2024-01-16,814.25,79.8,2.2706,2.1319,1.7569,1.8119,745.0,634.0,812.25,77.84,77.92,413.75,72.55,515.5,569.0,579.0,79.86,81.575,786.5,915.5,2.6156,2.5831,102.108,65.13,89.806,2.0719,433.219,423.335,674.0,2.0559,73.24,72.4,74.23
2024-01-17,796.5,79.38,2.2336,2.1054,1.8104,1.8204,731.5,626.25,799.0,76.75,76.9,413.75,71.45,514.75,564.0,573.5,79.44,81.015,769.75,895.25,2.6086,2.5446,100.419,65.06,88.117,2.0854,430.976,424.375,659.25,2.0529,73.25,72.56,74.33
2024-01-18,808.75,80.82,2.2786,2.156,1.8435,1.811,747.0,627.0,811.75,77.51,77.65,409.5,72.2,522.5,566.5,577.5,80.875,82.29,786.75,910.25,2.6486,2.5961,101.216,66.41,90.208,2.1835,426.956,421.645,664.0,2.101,74.62,74.08,75.73
2024-01-19,816.25,81.09,2.2521,2.1552,1.8428,1.7853,753.0,623.25,819.75,78.85,78.85,413.5,73.55,522.75,576.0,584.0,81.21,82.53,794.5,916.25,2.7571,2.5588,102.073,65.95,92.23,2.2328,435.044,427.246,664.25,2.0817,73.8,73.41,75.28
2024-01-22,818.25,82.08,2.2385,2.2283,1.9278,1.9028,762.75,643.25,819.25,77.75,77.75,416.25,72.45,528.0,566.75,574.75,82.265,83.365,797.5,910.25,2.7885,2.5812,99.976,67.61,91.939,2.3078,425.215,416.264,662.375,2.1683,75.08,75.19,77.24
2024-01-23,833.25,82.105,2.2363,2.1833,1.8551,1.9251,761.75,641.0,833.75,79.9,79.9,416.75,74.6,525.0,572.0,582.0,82.28,83.395,812.0,919.25,2.8334,2.5669,102.385,66.92,95.225,2.2733,437.996,427.692,682.625,2.1258,74.32,74.79,76.5
2024-01-24,830.5,81.955,2.1518,2.1964,1.8545,1.9295,770.25,642.0,834.5,79.56,79.6,414.5,74.25,525.0,576.0,589.0,82.04,83.425,809.25,910.75,2.8254,2.5494,100.747,67.54,95.078,2.2289,429.665,418.678,671.625,2.1264,75.2,75.62,77.21
2024-01-25,850.25,83.13,2.2354,2.266,1.861,1.9844,774.75,660.25,851.25,80.3,80.35,422.5,75.0,530.0,588.5,602.5,83.175,84.45,829.0,927.75,2.9755,2.7065,101.401,69.98,96.545,2.566,436.625,425.035,688.625,2.1835,77.43,77.88,79.75
2024-01-26,855.25,83.28,2.2834,2.3183,1.8258,2.0491,782.0,665.25,854.25,81.65,81.65,429.0,76.35,521.0,585.75,599.75,83.385,84.625,833.25,918.5,2.9757,2.7857,103.575,70.31,97.421,2.6058,447.654,435.165,701.625,2.2408,77.83,78.01,79.41
2024-01-29,876.0,83.935,2.3089,2.2571,1.7146,2.036,792.0,679.25,872.75,83.25,83.25,432.0,77.95,530.0,590.0,604.0,84.205,85.39,854.0,930.5,2.9666,2.7391,104.928,69.15,100.322,2.5446,457.868,446.238,731.75,2.1946,76.47,76.78,78.28
2024-01-30,866.25,84.125,2.2418,2.2818,1.7968,2.0682,788.25,670.5,867.25,82.14,82.14,439.5,76.85,528.0,589.75,603.75,84.425,85.605,845.25,912.75,2.9466,2.6916,105.096,69.96,96.175,2.6668,454.916,443.756,711.5,2.2138,77.49,77.82,79.25
2024-01-31,872.75,82.74,2.2552,2.2262,1.7312,1.9812,782.25,657.0,873.5,82.4,82.4,428.75,77.1,534.0,626.0,640.0,83.185,84.38,852.25,914.25,2.9552,2.7227,104.782,68.22,96.005,2.6012,457.218,443.274,697.25,2.1437,75.59,75.85,77.2
2024-02-01,874.25,83.06,2.1829,2.2098,1.8698,1.8648,783.0,655.25,874.5,80.3,80.3,427.25,75.0,529.5,585.5,598.5,83.465,84.585,855.25,913.75,2.8829,2.6704,104.719,66.4,95.402,2.3998,438.573,416.875,662.25,2.1348,73.53,73.82,75.19
2024-02-02,832.75,78.895,2.275,2.1625,1.9175,1.8175,767.5,626.0,828.5,78.95,78.99,407.5,73.65,514.5,581.75,594.75,79.24,80.405,810.0,871.5,2.83,2.58,101.331,65.0,93.119,2.3025,439.737,414.523,652.25,2.095,72.09,72.28,73.78
2024-02-05,835.75,78.99,2.2848,2.2067,2.0192,1.8792,754.5,625.75,832.0,77.41,77.41,417.0,72.1,516.0,581.25,594.25,79.23,80.385,814.0,872.0,2.8948,2.6583,100.52,65.61,92.311,2.3642,439.604,415.0,649.25,2.2767,72.78,72.78,74.37
2024-02-06,860.5,80.725,2.3627,2.2323,2.0823,1.9423,773.75,634.75,856.25,78.0,78.0,428.75,72.7,527.25,599.25,613.25,81.055,82.275,837.75,892.5,2.9427,2.6702,102.566,66.19,93.205,2.3923,443.194,422.455,657.625,2.1558,74.02,73.31,74.91
2024-02-07,881.5,81.4,2.5202,2.2805,2.143,2.0255,788.75,642.5,878.5,78.5,78.5,435.0,73.2,530.75,623.75,638.75,81.76,83.01,858.75,915.25,3.0552,2.7477,102.756,66.74,93.504,2.433,440.081,422.911,666.375,2.198,74.26,73.86,75.41
2024-02-08,904.0,84.2,2.7008,2.3595,2.262,2.1045,801.25,662.75,905.75,79.33,79.33,446.5,74.05,543.5,622.75,637.75,84.415,85.73,883.5,923.0,3.3908,2.8213,103.825,69.21,95.27,2.597,444.005,425.704,675.5,2.282,76.69,76.22,77.95
2024-02-09,932.75,84.65,2.7192,2.3645,2.1195,2.1095,819.75,671.0,937.25,81.04,81.04,446.25,75.75,544.5,616.75,631.75,84.725,86.165,915.0,942.25,3.4642,2.8982,105.176,69.88,97.43,2.6295,454.541,435.914,691.875,2.292,76.98,76.84,78.61
2024-02-12,906.0,84.375,2.6671,2.4173,2.1173,2.1723,827.5,675.0,903.25,,,450.0,,548.0,,,84.655,86.08,868.75,896.25,3.5396,2.8161,,69.82,96.8256,2.6973,,,,2.3498,76.7,76.92,78.7
2024-02-13,909.25,85.77,2.6584,2.4446,2.2246,2.2096,833.75,680.75,909.0,81.91,81.91,450.0,76.6,560.5,631.5,646.5,86.13,87.48,874.5,900.5,3.5159,2.7859,107.779,70.67,98.944,2.7246,451.507,434.077,706.875,2.3671,77.72,77.87,79.56
2024-02-14,889.5,84.81,2.6226,2.3394,2.1469,2.1519,844.75,670.75,889.5,82.44,82.44,444.25,77.15,560.0,629.0,644.0,85.19,86.52,853.0,877.25,3.4301,2.7026,106.867,69.5,99.58,2.6469,453.322,434.702,706.625,2.2619,76.46,76.64,78.38
2024-02-15,894.0,85.305,2.6362,2.3333,2.2333,2.0508,829.75,676.25,894.75,80.55,80.55,445.5,75.25,568.0,621.25,635.25,85.695,87.055,860.5,885.0,3.4437,2.7212,104.473,70.92,95.683,2.6233,440.04,417.966,693.25,2.2558,77.46,78.03,79.97
2024-02-16,878.25,86.095,2.6216,2.361,2.216,2.0685,822.0,673.5,880.0,82.05,82.05,451.0,76.75,560.0,624.0,634.0,86.175,87.51,845.0,868.25,3.0466,2.7151,103.898,72.07,96.278,2.666,454.286,428.406,695.25,2.2735,78.6,79.19,81.45
2024-02-19,884.25,86.41,,,,,821.5,663.5,876.5,82.29,82.29,451.75,77.0,548.75,613.0,623.0,86.585,87.82,851.25,894.25,,,104.582,,95.68,,454.644,426.259,679.25,,,,
2024-02-20,868.25,84.82,2.5365,2.3036,2.1649,2.0999,806.75,657.25,858.5,82.75,82.75,442.0,77.45,531.0,622.5,632.5,85.265,86.41,834.75,876.25,2.9715,2.634,104.794,70.78,94.368,2.6074,448.179,430.305,680.25,2.2186,76.63,78.18,79.95
2024-02-21,864.25,85.385,2.5077,2.3233,2.246,2.1435,813.0,663.75,851.0,81.455,81.455,447.25,76.15,532.0,619.75,628.75,85.865,87.05,830.75,875.0,2.9019,2.6069,102.188,71.43,94.029,2.8608,449.012,426.27,675.25,2.2508,77.62,79.04,80.75
2024-02-22,864.25,85.505,2.552,2.3975,2.2347,2.2272,809.25,670.75,849.75,82.6,82.66,454.0,77.35,542.0,618.0,627.0,86.04,86.945,831.5,875.25,2.9433,2.6383,103.092,72.24,95.87,2.8975,453.253,431.406,676.75,2.3175,78.27,79.71,81.58
2024-02-23,861.75,83.55,2.4422,2.3093,2.2917,2.2142,814.75,667.75,847.75,82.01,82.01,446.75,76.75,535.5,620.0,629.0,84.56,85.355,831.0,875.75,2.8811,2.5761,103.3,69.82,96.561,2.8393,446.528,424.809,677.5,2.2518,76.39,77.54,78.92
2024-02-26,868.5,82.99,2.5027,2.3572,2.3822,2.2631,812.75,665.25,846.25,80.39,80.39,451.75,75.13,530.75,612.25,621.25,84.245,85.11,836.75,880.0,2.9473,2.6273,101.583,70.31,94.565,2.6972,442.672,420.895,670.5,2.2932,77.69,77.58,79.07
