date,DIEN10CF Index,EUCRBRDT Index,GDD01646 Index,GGC01005 Index,GGC01651 Index,GGD01642 Index,GIOS0004 Index,GIOS0092 Index,GIOS0094 Index,GIOS0097 Index,GIOS0098 Index,GIOS0266 Index,GIOS0299 Index,GIOS0686 Index,GIOS0878 Index,GIOS0880 Index,GIOS0973 Index,GIOS0977 Index,HEATAAAB Index,JET1NECC Index,JETFLAPL Index,JETIGCPR Index,JETKSPOT Index,LACRMAUS Index,MOGFM92S Index,MOGLCB85 Index,N6SH180S Index,N6SH380S Index,NAPHJPNC Index,RBOBG87P Index,USCRSRIN Index,USCRWTIC Index,USCRWTIM Index
2021-06-14,597.0,71.68,2.0839,2.088,2.0972,2.0886,685.0,621.5,599.25,72.04,72.09,388.0,73.82,552.75,576.0,558.25,72.31,73.05,591.5,614.0,1.9223,1.8619,78.502,67.22,78.9,2.4079,419.069,401.745,645.032,2.1276,70.37,70.88,71.03
2021-06-15,598.75,72.275,2.0783,2.0847,2.092,2.0884,688.0,621.75,599.25,71.755,71.84,390.0,73.51,547.25,578.25,564.0,72.81,73.52,593.25,615.5,1.9533,1.882,78.649,68.41,78.348,2.3942,420.147,403.644,635.424,2.1244,71.72,72.12,72.29
2021-06-16,608.5,73.38,2.0663,2.068,2.0771,2.0641,688.25,632.0,607.0,72.74,72.79,396.75,74.16,554.25,577.75,563.0,74.09,74.8,602.75,623.25,1.9332,1.8926,79.407,68.55,79.208,2.3709,428.135,411.507,641.372,2.109,71.73,72.15,72.3
2021-06-17,594.5,72.005,2.0366,2.0502,2.071,2.0451,684.75,621.5,595.75,72.31,72.35,391.5,73.9,557.5,583.0,568.5,72.65,73.42,588.5,610.25,1.8957,1.8574,78.135,67.37,78.969,2.4105,428.763,411.702,638.169,2.0832,70.49,71.04,71.14
2021-06-18,596.0,72.145,2.0606,2.0852,2.1042,2.0827,675.0,626.5,598.0,70.95,70.96,391.75,72.46,562.75,586.75,572.25,72.98,73.67,590.5,611.5,1.9114,1.863,78.257,67.87,77.924,2.4879,417.717,400.427,630.849,2.1209,70.57,71.64,71.58
2021-06-21,598.5,73.08,2.0968,2.118,2.1348,2.1144,687.25,629.5,601.25,71.75,71.91,394.0,73.25,572.5,600.5,581.0,73.79,74.08,593.5,615.75,1.946,1.8867,78.673,69.53,79.09,2.478,421.325,404.248,638.169,2.1455,72.39,73.66,73.3
2021-06-22,603.5,73.87,2.1226,2.1497,2.1675,2.1507,698.0,632.5,607.0,72.5,72.66,394.75,74.0,587.0,598.0,570.75,74.7,75.22,598.0,621.0,1.9993,1.8986,79.187,69.11,79.58,2.5199,426.42,411.03,642.973,2.1727,71.23,73.06,72.65
2021-06-23,610.25,74.655,2.1293,2.1979,2.2138,2.1979,707.5,649.75,613.25,73.4,73.59,400.75,74.89,596.5,613.0,591.0,75.5,75.96,604.25,627.75,2.0092,1.907,79.847,69.36,80.83,2.5197,429.261,413.913,655.784,2.2201,71.1,73.28,73.62
2021-06-24,606.75,74.875,2.1399,2.186,2.2271,2.2146,710.25,649.0,610.5,73.7,73.79,402.25,75.16,602.0,621.75,595.75,75.64,75.93,600.75,623.25,2.0093,1.9125,79.407,69.63,81.56,2.5285,429.035,414.801,657.843,2.2317,71.96,73.45,73.81
2021-06-25,609.75,75.37,2.1217,2.1831,2.1978,2.1967,715.5,651.75,612.25,73.45,73.45,407.75,74.92,603.5,625.25,603.25,76.11,76.61,603.75,626.5,1.9894,1.9161,79.725,70.32,81.87,2.5296,431.555,416.768,661.961,2.2147,72.19,74.25,74.6
2021-06-28,603.75,74.48,2.0902,2.1411,2.1549,2.1492,712.5,641.75,605.75,73.85,73.94,404.0,75.32,600.0,617.25,600.25,75.08,75.77,597.0,619.0,1.9782,1.8856,78.991,69.01,80.89,2.4918,435.621,419.295,660.36,2.1661,71.13,72.91,72.66
2021-06-29,604.25,74.61,2.095,2.1633,2.1833,2.1716,710.5,646.0,607.25,72.81,72.84,402.75,74.3,603.5,623.0,608.5,75.37,75.93,598.0,619.75,1.9981,1.8796,79.065,69.16,80.19,2.4864,424.399,408.319,654.412,2.1897,71.03,72.98,72.84
2021-06-30,601.0,76.73,2.0945,2.164,2.183,2.1766,712.5,644.0,604.25,72.85,72.85,403.25,74.36,614.0,624.0,609.25,77.27,77.16,594.75,616.5,1.9968,1.8882,78.746,69.41,81.804,2.4649,424.333,408.267,659.445,2.1937,71.6,73.47,73.34
2021-07-01,610.5,76.43,2.1215,2.1868,2.2124,2.2044,724.5,657.25,614.5,73.79,74.03,408.25,75.3,633.5,654.25,628.5,77.04,77.58,603.75,627.0,2.018,1.9207,79.774,71.08,83.1,2.4743,437.291,418.661,675.23,2.2257,73.21,75.23,75.01
2021-07-02,616.0,77.18,2.1438,2.2484,2.2499,2.2426,722.25,666.25,620.0,74.05,74.29,406.5,75.58,661.5,673.5,633.0,77.79,78.08,608.5,632.75,2.0629,1.9386,80.337,71.22,83.87,2.5283,439.15,420.281,678.204,2.2576,73.09,75.16,75.05
2021-07-05,619.75,77.755,,,,,735.0,685.75,624.0,74.65,74.79,407.75,76.18,679.25,694.75,657.5,78.38,78.86,613.0,636.5,,,80.704,,85.412,,442.081,423.095,689.184,,,,
2021-07-06,602.0,75.97,2.0702,2.1884,2.1796,2.1758,735.0,664.0,606.25,75.85,75.99,398.25,77.38,666.5,676.0,638.25,76.48,76.8,595.75,619.75,2.0211,1.877,79.065,69.54,86.81,2.44,444.68,425.677,701.538,2.1912,71.33,73.37,73.45
2021-07-07,590.0,73.945,2.0516,2.1433,2.1541,2.1502,711.75,645.0,594.0,73.25,73.39,389.5,74.78,640.75,650.75,623.5,74.46,74.89,583.25,609.0,1.989,1.8734,78.012,68.32,83.822,2.4207,426.832,406.153,675.916,2.1679,70.36,72.2,72.13
2021-07-08,596.5,74.605,2.0858,2.1925,2.2109,2.2038,707.75,653.25,600.5,70.59,70.64,386.0,72.11,619.25,650.0,639.25,75.03,75.37,589.5,616.25,2.044,1.9021,78.722,69.06,80.73,2.4678,413.286,394.193,658.301,2.2206,71.11,72.94,72.83
2021-07-09,614.25,77.115,2.1224,2.2387,2.2452,2.2376,723.25,676.5,618.25,73.0,73.04,394.5,74.51,632.5,652.5,648.5,77.59,77.92,607.25,635.75,2.0751,1.9342,80.63,70.54,83.665,2.4781,425.803,406.237,677.06,2.2585,72.61,74.56,74.28
2021-07-12,609.75,76.61,2.1274,2.2143,2.2446,2.2316,728.0,674.25,613.75,73.5,73.59,394.0,74.99,629.0,647.25,642.0,77.09,77.38,602.75,630.0,2.0614,1.9313,80.068,70.09,83.947,2.4609,426.755,407.076,685.524,2.2449,72.14,74.1,73.8
2021-07-13,616.5,76.66,2.1615,2.2625,2.2834,2.2702,732.5,678.75,621.25,74.34,74.44,401.5,75.81,636.0,655.25,658.25,77.14,77.75,609.75,637.75,2.0958,1.957,80.826,71.3,84.406,2.4966,431.646,411.828,690.557,2.2897,73.23,75.25,74.95
2021-07-14,616.0,76.665,2.1162,2.2258,2.2492,2.2439,737.0,678.25,618.75,74.69,74.74,405.5,76.22,630.5,650.25,648.75,77.38,78.0,609.5,638.5,2.0628,1.9129,80.899,69.3,84.541,2.4751,438.132,417.469,693.302,2.265,71.17,73.13,72.8
2021-07-15,604.75,75.2,2.0896,2.187,2.2036,2.1851,724.5,665.75,607.25,72.2,72.29,400.0,73.9,628.5,647.0,637.0,75.82,76.36,598.0,626.5,2.0223,1.8822,79.725,67.93,82.29,2.4245,425.381,404.003,676.373,2.2208,69.73,71.65,71.39
2021-07-16,600.5,74.415,2.092,2.1967,2.2036,2.1865,723.0,664.25,603.75,72.19,72.24,398.25,73.88,629.0,652.5,647.0,74.91,75.31,594.0,622.25,2.0209,1.8818,79.309,68.07,82.246,2.4317,427.721,405.769,676.831,2.224,69.92,71.81,71.54
2021-07-19,566.0,69.92,1.9658,2.0526,2.0552,2.0491,705.0,623.5,568.0,71.64,71.69,376.75,72.37,599.5,626.25,618.5,70.45,70.56,561.0,587.25,1.9094,1.7531,75.884,62.86,81.179,2.3202,422.152,399.521,677.06,2.0887,64.61,66.42,66.26
2021-07-20,566.75,69.8,1.9927,2.0696,2.0751,2.0722,671.5,621.5,568.75,,,373.75,,592.5,618.5,614.5,70.47,70.65,561.0,587.75,1.9521,1.7756,75.933,63.73,,2.3342,,,664.89,2.1111,65.54,67.42,67.1
2021-07-21,588.5,72.215,2.0727,2.1489,2.1904,2.1595,686.5,645.0,591.0,68.64,68.74,383.75,69.2,602.75,638.25,646.5,72.71,72.98,583.0,609.75,2.0224,1.8543,78.086,66.73,78.05,2.4083,410.558,388.559,650.065,2.1948,68.48,70.55,71.02
2021-07-22,597.0,73.505,2.1195,2.1964,2.2435,2.2113,712.5,653.25,599.25,71.4,71.5,387.75,71.59,610.25,648.5,656.25,73.7,73.71,591.5,619.75,2.0551,1.8985,79.065,68.27,81.57,2.4871,424.763,402.136,672.027,2.2437,69.8,72.06,72.55
2021-07-23,603.0,74.455,2.1227,2.2115,2.2526,2.2342,723.5,660.5,607.0,72.24,72.64,394.5,72.41,623.0,653.0,659.0,74.85,74.91,595.25,625.75,2.0496,1.9022,79.652,68.47,82.29,2.56,427.798,406.833,680.262,2.2619,69.62,72.27,72.59
2021-07-26,603.25,74.24,2.1435,2.2295,2.2448,2.2534,722.0,663.0,607.75,71.55,71.89,395.0,71.72,622.0,655.5,661.5,74.65,74.9,592.0,629.0,2.0717,1.9145,79.97,68.51,81.955,2.568,420.488,399.796,675.916,2.2931,69.76,71.91,71.74
2021-07-27,604.25,74.715,2.1307,2.2269,2.2474,2.2397,735.5,667.5,607.75,72.995,73.04,394.25,73.17,621.5,650.0,657.25,75.27,75.41,593.0,627.75,2.0524,1.9066,79.847,68.33,83.511,2.647,426.97,406.342,691.472,2.2594,69.41,71.65,71.48
2021-07-28,605.0,74.815,2.1398,2.2289,2.2498,2.2349,736.75,667.0,608.25,72.79,72.84,395.0,72.99,623.5,653.25,657.75,75.34,75.54,593.25,628.5,2.0575,1.9162,79.921,68.88,83.724,2.7085,429.89,409.953,691.243,2.2576,70.24,72.39,72.22
2021-07-29,613.25,75.6,2.171,2.2703,2.2977,2.2798,737.75,675.5,616.5,73.7,73.75,395.5,73.89,640.0,667.75,667.5,76.09,76.13,601.75,637.0,2.0942,1.9467,80.753,70.12,83.978,2.7198,434.443,414.61,697.649,2.3118,71.31,73.62,73.35
2021-07-30,617.25,76.365,2.1724,2.2945,2.3087,2.3062,744.75,678.0,620.75,73.9,74.03,407.0,74.09,642.5,669.5,671.0,76.79,76.4,604.25,642.5,2.3619,1.9453,81.291,70.07,84.867,2.7456,437.527,419.173,698.106,2.3226,71.55,73.95,73.65
2021-08-02,600.5,73.825,2.1203,2.2264,2.244,2.2426,744.0,658.75,603.0,73.245,73.3,396.75,73.41,622.0,651.25,653.25,74.34,74.7,588.25,624.5,2.3157,1.8786,79.529,66.73,83.406,2.6369,436.429,416.393,683.694,2.2628,68.99,71.26,71.1
2021-08-03,596.0,73.0,2.1055,2.2232,2.2398,2.2328,728.5,657.0,599.0,71.85,71.9,393.5,72.01,617.5,643.0,656.5,73.55,73.89,583.75,620.25,2.2997,1.8571,79.113,66.09,82.039,2.564,428.487,409.02,676.602,2.2602,68.26,70.56,70.42
2021-08-04,585.0,71.795,2.0551,2.1992,2.2143,2.2107,733.25,648.25,588.0,71.39,71.42,384.5,71.57,615.0,640.0,657.5,72.31,72.53,573.5,611.0,2.0393,1.8099,78.208,63.87,81.959,2.5459,430.522,409.953,675.687,2.2484,66.06,68.15,68.07
2021-08-05,588.75,72.305,2.0894,2.2457,2.2599,2.2623,724.25,653.25,591.75,68.81,68.95,382.25,69.0,616.75,645.75,668.25,72.73,72.94,577.0,613.5,2.1827,1.8416,78.453,64.79,79.717,2.6015,415.572,395.229,654.412,2.2936,67.2,69.09,69.03
2021-08-06,584.5,71.7,2.0659,2.2093,2.2207,2.2275,739.0,650.75,587.5,70.75,70.79,379.75,70.93,623.25,649.75,656.5,72.18,72.38,572.75,608.75,2.1306,1.8324,77.988,64.08,81.231,2.5867,427.264,406.039,671.569,2.2578,66.48,68.28,68.27
2021-08-09,565.75,69.435,2.0237,2.1867,2.2053,2.2088,702.25,636.0,569.75,,,365.5,,620.75,651.75,653.0,69.95,70.26,554.25,589.25,2.0815,1.7829,76.08,62.4,,2.6109,,,664.32,2.2286,64.91,66.48,66.65
2021-08-10,584.0,71.32,2.0641,2.2154,2.2315,2.2331,718.5,651.5,587.5,68.89,68.9,363.25,69.05,640.25,663.0,660.0,71.88,72.29,572.0,605.75,2.1279,1.8233,77.694,64.1,79.7,2.6397,413.951,394.126,663.791,2.2333,66.76,68.29,68.42
2021-08-11,580.25,70.745,2.0875,2.2554,2.2628,2.2637,719.5,647.0,584.25,69.75,69.84,371.5,69.93,656.5,689.5,667.25,71.14,71.58,568.75,601.5,2.1514,1.8536,77.278,65.0,80.416,2.6695,417.914,398.182,664.935,2.2656,67.78,69.25,69.37
2021-08-12,587.25,71.525,2.0865,2.2241,2.2374,2.2229,726.5,648.25,590.25,70.5,70.58,372.5,70.7,662.5,681.5,659.5,72.02,72.45,575.75,607.75,2.0953,1.8541,77.89,64.84,80.677,2.6593,419.85,399.838,666.994,2.2334,67.68,69.09,69.17
2021-08-13,586.75,71.385,2.0558,2.2095,2.219,2.1996,719.0,643.0,589.75,70.05,70.09,388.75,70.24,664.25,677.25,650.5,71.77,71.99,574.75,606.5,2.0475,1.8307,77.768,64.14,79.97,2.5569,416.541,396.33,658.301,2.2244,67.04,68.44,68.49
2021-08-16,575.25,70.07,2.0282,2.1414,2.1637,2.1492,708.75,628.0,580.0,68.89,68.93,379.5,68.6,660.0,676.75,644.25,70.49,70.79,563.5,594.0,2.0378,1.8013,76.545,63.13,78.436,2.4641,407.706,387.539,640.686,2.1491,65.9,67.29,67.5
2021-08-17,578.25,70.135,2.0115,2.1009,2.1255,2.1129,698.0,628.5,583.0,68.41,68.45,376.75,67.93,660.0,676.25,642.25,70.76,70.82,566.5,597.0,2.0147,1.7867,76.838,62.45,77.35,2.416,405.778,385.843,633.136,2.1013,65.02,66.59,66.79
2021-08-18,575.0,69.5,1.9854,2.0867,2.0848,2.0848,698.25,620.25,579.25,68.54,68.58,376.75,68.07,659.0,664.25,634.0,70.24,70.23,563.0,592.75,1.9658,1.7695,76.422,61.46,78.331,2.4005,409.04,390.346,632.221,2.081,63.63,65.46,65.72
2021-08-19,547.75,66.465,1.9433,2.0231,2.0235,2.0272,668.25,587.25,552.0,65.34,65.5,374.75,64.87,635.0,660.25,635.0,66.94,66.92,535.5,565.0,1.9258,1.7249,73.706,59.75,74.82,2.3256,396.687,375.927,606.599,2.0124,61.82,63.69,64.1
2021-08-20,550.75,66.42,1.8849,1.9644,1.9433,1.9633,659.0,592.0,554.5,65.35,65.7,359.5,64.89,626.0,639.0,617.25,67.09,67.02,538.5,567.5,1.8566,1.6887,73.951,58.42,74.43,2.3027,397.203,377.934,603.854,1.9561,60.25,62.32,62.73
2021-08-23,574.0,69.085,1.9833,2.0797,2.0331,2.0487,666.0,617.0,577.0,66.04,66.1,369.75,65.59,636.0,656.25,618.75,69.62,69.45,561.5,591.25,1.9197,1.785,76.275,61.85,74.07,2.3648,403.765,386.746,610.26,2.0515,63.51,65.81,66.43
2021-08-24,590.0,70.93,2.048,2.1238,2.0779,2.1068,689.25,631.25,591.25,68.65,68.8,379.5,68.21,642.0,665.5,619.5,71.41,71.21,577.0,607.5,2.0428,1.8417,77.866,63.85,77.188,2.4091,423.698,405.823,632.908,2.074,65.51,67.67,68.26
2021-08-25,594.0,71.465,2.106,2.2363,2.2049,2.2099,702.0,638.75,595.25,69.65,69.8,385.0,69.4,642.25,666.75,625.75,71.96,71.78,581.0,613.25,2.0891,1.8927,78.428,64.86,78.676,2.4633,425.34,406.612,641.372,2.1797,66.86,68.41,69.21
2021-08-26,593.75,70.81,2.0669,2.1717,2.1541,2.1421,716.25,636.5,595.0,70.15,70.19,387.0,69.88,632.75,684.5,628.25,71.36,71.35,581.0,613.0,2.0604,1.8656,78.404,63.76,78.949,2.3958,433.877,413.478,648.693,2.1219,66.09,67.42,67.82
2021-08-27,603.0,71.905,2.0948,2.2173,2.1837,2.1781,722.25,641.75,604.5,70.75,70.79,389.75,70.46,646.25,696.25,644.5,72.39,72.24,590.25,621.25,2.1064,1.9011,79.211,65.15,79.078,2.4195,457.115,426.683,652.81,2.1568,67.53,68.74,69.07
2021-08-30,,,2.1248,2.2426,2.2428,2.2579,,,,71.11,71.15,,70.83,,699.25,647.25,,,,,2.149,1.9343,,65.72,78.855,2.4753,451.898,427.14,655.098,2.1907,68.05,69.21,69.53
2021-08-31,605.75,73.19,2.1238,2.2104,2.2043,2.2178,731.25,646.5,607.0,71.145,71.15,395.25,70.86,648.75,695.25,618.0,73.97,73.19,593.0,624.0,2.1236,1.9244,79.48,64.65,78.805,2.4476,448.366,426.927,653.725,2.1713,67.69,68.5,68.85
2021-09-01,600.25,71.21,2.1184,2.1846,2.1325,2.1296,716.25,629.75,601.5,70.4,70.47,387.75,70.14,659.75,676.75,676.75,71.69,71.75,586.25,616.25,2.111,1.9206,78.722,64.72,78.445,2.4033,446.549,424.782,654.183,2.1404,68.53,68.59,69.01
2021-09-02,622.5,73.71,2.1627,2.2328,2.1844,2.1854,719.0,652.25,622.5,69.71,69.78,395.5,69.43,671.75,683.25,683.25,74.3,74.4,608.25,638.25,2.0915,1.9593,80.875,66.1,78.17,2.4446,439.997,417.215,647.777,2.1978,70.07,69.99,70.34
2021-09-03,619.0,73.25,2.1535,2.2071,2.1975,2.1835,734.5,652.75,618.75,71.3,71.37,398.25,71.02,664.25,689.75,689.75,73.84,73.9,604.25,634.5,2.1105,1.9548,80.508,65.49,80.762,2.4277,453.158,430.035,666.079,2.1634,69.51,69.29,69.61
2021-09-06,613.5,72.39,,,,,727.0,649.0,610.5,69.96,69.99,395.5,69.68,665.5,694.0,697.0,72.97,73.28,597.5,627.75,,,79.847,,79.639,,450.855,426.941,661.503,,,,
2021-09-07,609.0,71.405,2.1224,2.1933,2.154,2.1502,723.75,644.0,607.25,70.31,70.34,396.25,70.03,659.0,701.25,704.25,71.64,72.08,593.5,623.5,2.0674,1.9134,79.432,64.6,79.92,2.4068,464.826,432.629,668.367,2.1469,69.97,68.35,68.74
2021-09-08,610.25,72.145,2.1304,2.1664,2.1575,2.1411,726.5,648.75,610.25,69.75,69.89,397.0,69.47,665.0,691.5,694.5,72.35,72.82,596.5,626.75,2.0903,1.9245,79.75,65.55,78.968,2.426,472.67,440.409,659.445,2.1191,70.73,69.3,69.76
2021-09-09,610.25,72.06,2.1092,2.1409,2.1274,2.1089,726.25,650.5,610.75,70.645,70.79,397.0,70.37,671.0,693.0,696.0,72.54,72.81,596.5,626.75,2.0683,1.9054,79.75,64.44,79.683,2.3501,470.202,439.133,666.994,2.0894,68.32,68.14,68.69
2021-09-10,614.25,71.985,2.1399,2.2097,2.1844,2.1482,726.5,660.5,614.25,70.86,70.91,396.75,70.58,679.5,697.0,697.0,72.32,72.78,600.5,629.5,2.0826,1.9496,80.019,65.96,79.81,2.4016,467.913,441.384,667.223,2.1497,69.92,69.72,70.24
2021-09-13,619.75,72.645,2.1543,2.2014,2.2173,2.1577,734.0,666.0,620.25,71.69,71.74,398.25,71.43,698.0,707.75,700.75,72.98,73.48,605.5,634.75,2.1025,1.9691,80.532,66.64,80.784,2.4076,467.078,441.171,673.399,2.1579,70.62,70.45,70.96
2021-09-14,620.25,72.905,2.1593,2.2166,2.2265,2.157,729.25,668.5,620.75,72.26,72.39,400.75,72.02,711.0,727.75,724.25,73.15,73.65,609.0,635.75,2.0839,1.9805,80.63,66.71,81.729,2.3915,470.489,445.077,675.458,2.1657,70.76,70.46,71.04
2021-09-15,636.25,74.745,2.2028,2.2437,2.2363,2.1871,726.25,689.5,639.0,72.25,72.29,401.5,72.0,743.0,742.75,737.75,75.07,75.61,628.0,654.25,2.0977,2.0195,82.441,68.66,82.031,2.4082,472.848,444.377,679.576,2.1885,72.16,72.61,73.04
2021-09-16,632.5,74.08,2.2094,2.1959,2.1895,2.1546,730.0,683.5,636.0,73.07,73.24,406.25,75.85,745.0,759.25,751.25,74.16,74.77,623.25,649.25,2.1044,2.0336,81.952,68.73,82.776,2.3644,482.998,449.998,690.557,2.1482,71.87,72.61,72.95
2021-09-17,635.0,73.895,2.2066,2.1896,2.1863,2.1425,732.0,685.25,637.0,73.05,73.43,407.5,76.1,755.5,766.75,758.75,74.16,74.58,625.75,651.0,2.0988,2.0219,82.123,68.23,82.51,2.3862,482.637,446.457,691.472,2.1272,70.0,71.97,72.37
2021-09-20,630.75,73.48,2.1557,2.1166,2.1247,2.0812,711.75,679.5,632.25,72.1,72.44,405.75,75.17,753.0,768.25,760.25,73.82,74.19,621.5,649.25,2.0824,1.9769,81.952,66.66,81.348,2.3505,478.344,439.77,685.982,2.0627,69.5,70.29,70.71
2021-09-21,623.5,73.28,2.169,2.1084,2.0978,2.0652,707.0,672.75,625.25,72.86,72.99,402.75,75.91,754.0,780.25,772.25,73.28,73.91,614.5,643.0,2.0956,1.9891,81.34,66.97,82.203,2.398,473.316,444.318,692.387,2.0475,69.4,70.56,70.95
2021-09-22,639.0,73.835,2.2017,2.1241,2.1118,2.0773,712.75,681.25,641.0,73.26,73.34,411.25,76.33,751.5,781.5,773.5,74.43,75.35,631.0,660.75,2.1208,2.0311,83.077,68.77,82.98,2.41,479.672,451.516,694.217,2.0687,70.91,72.33,73.13
2021-09-23,650.25,74.915,2.2368,2.1736,2.1468,2.1217,704.0,691.75,652.75,74.09,74.14,419.5,77.17,755.5,773.25,763.75,75.78,76.405,643.0,672.75,2.1928,2.0734,84.251,69.86,83.784,2.4773,488.528,461.966,697.878,2.1112,71.78,73.45,74.31
2021-09-24,657.5,76.0,2.2589,2.1674,2.1597,2.1263,733.5,699.0,660.0,74.76,74.84,424.25,77.85,757.5,778.25,764.5,76.56,77.46,650.0,680.75,2.2058,2.0915,85.034,70.67,84.59,2.5091,486.087,462.321,704.283,2.1075,71.99,74.13,75.2
2021-09-27,671.0,77.775,2.288,2.1707,2.1667,2.1608,740.75,709.5,674.5,76.15,76.19,432.75,79.22,778.0,785.5,774.5,78.6,79.22,663.75,696.75,2.2199,2.115,86.6,71.95,85.38,2.5285,489.648,464.23,716.179,2.1347,74.05,75.45,75.96
2021-09-28,667.0,77.22,2.28,2.1594,2.1344,2.1231,745.75,702.75,668.75,77.3,77.37,433.25,80.4,810.75,792.5,781.5,78.09,78.61,658.5,690.75,2.1924,2.1055,86.013,71.74,86.18,2.4916,492.133,466.131,719.839,2.1123,73.83,75.29,75.86
2021-09-29,669.5,76.83,2.2993,2.1838,2.1657,2.1333,746.25,707.5,671.0,75.66,75.75,435.0,78.75,816.0,805.5,780.25,77.66,78.61,661.0,693.0,2.2217,2.1193,86.233,71.31,84.5,2.5068,489.53,463.273,707.257,2.1422,73.4,74.83,75.43
2021-09-30,679.25,76.695,2.3356,2.1944,2.2017,2.1794,754.25,708.75,680.25,75.95,76.1,433.25,79.04,810.0,804.0,799.0,77.43,78.5,670.25,701.5,2.2341,2.1372,87.065,71.34,87.086,2.5494,491.307,465.969,712.747,2.1561,73.73,75.03,75.68
2021-10-01,676.0,77.55,2.3802,2.2597,2.2769,2.2058,769.25,709.0,677.25,75.65,75.79,435.5,78.76,837.0,817.75,800.75,78.17,78.92,667.5,699.25,2.2763,2.1775,86.845,71.5,85.9,2.6024,487.062,462.388,705.427,2.2194,74.51,75.88,76.5
2021-10-04,702.25,80.33,2.4315,2.317,2.3584,2.2672,778.25,729.5,702.25,77.145,77.145,453.0,80.26,864.0,850.5,825.0,81.05,81.91,691.75,725.5,2.3054,2.2214,89.414,73.36,87.49,2.6315,490.52,468.398,713.205,2.2777,75.97,77.62,78.28
2021-10-05,723.25,81.725,2.4689,2.3653,2.4025,2.3097,799.75,743.0,723.0,79.54,79.54,467.5,82.62,858.25,862.5,835.5,82.47,83.41,713.75,748.25,2.3553,2.2756,91.64,74.73,90.38,2.644,509.189,489.542,731.964,2.3269,77.25,78.93,79.78
2021-10-06,706.75,80.225,2.4106,2.3141,2.3476,2.2605,789.5,727.0,708.25,80.54,80.54,465.0,83.6,840.5,870.0,827.5,80.82,81.53,697.25,731.75,2.2975,2.2363,90.025,73.26,91.995,2.5878,515.962,497.035,741.115,2.2727,75.88,77.43,78.39
2021-10-07,707.75,81.085,2.4403,2.34,2.359,2.2927,799.5,739.0,708.75,77.39,77.39,464.25,80.46,822.5,820.25,795.25,81.62,82.48,698.25,731.25,2.3323,2.2563,89.976,74.16,88.56,2.6149,503.231,484.834,716.865,2.2988,76.7,78.3,79.33
2021-10-08,719.75,81.955,2.446,2.3821,2.3797,2.3143,814.75,749.75,721.0,81.195,81.25,467.0,84.02,827.0,838.25,813.25,82.34,83.4,710.25,746.25,2.3369,2.2727,91.444,74.87,92.895,2.6469,517.303,499.706,751.867,2.329,77.28,79.35,80.12
2021-10-11,730.5,83.24,2.4718,2.376,2.3695,2.3025,814.5,757.75,731.0,81.995,82.01,474.75,84.31,843.0,845.0,809.0,83.69,84.69,720.5,756.0,2.3809,2.3126,92.399,75.96,94.786,2.6571,523.374,509.011,758.958,2.3307,78.31,80.52,80.89
2021-10-12,724.5,82.645,2.4644,2.382,2.3528,2.2807,806.0,753.5,724.5,82.05,82.09,471.75,84.34,830.5,831.5,795.5,83.15,84.09,713.25,748.0,2.3427,2.2991,91.616,75.91,94.517,2.7005,520.765,506.551,758.501,2.3257,78.29,80.64,80.89
2021-10-13,728.75,82.47,2.4798,2.4067,2.3535,2.3046,818.5,754.25,728.75,81.4,81.44,469.25,83.67,821.0,815.25,785.5,82.97,83.92,717.0,750.0,2.3787,2.308,91.811,75.69,94.064,2.7202,507.326,493.67,753.926,2.3569,77.79,80.44,80.71
2021-10-14,734.25,82.495,2.5112,2.4314,2.3795,2.3318,822.5,757.0,733.5,82.25,82.27,470.5,84.51,846.0,830.0,800.25,82.89,83.92,721.5,754.25,2.4239,2.3405,92.227,76.56,96.35,2.7415,507.985,494.702,764.906,2.3769,78.89,81.31,81.57
2021-10-15,753.5,83.735,2.514,2.4723,2.3887,2.3771,832.75,774.5,754.0,82.995,83.09,472.25,85.35,876.0,845.25,815.5,84.18,85.16,740.25,774.75,2.4322,2.3479,94.234,77.47,97.122,2.7862,514.726,502.406,769.939,2.4152,79.76,82.28,82.49
2021-10-18,744.5,83.305,2.4582,2.4607,2.384,2.3619,818.0,771.25,742.5,83.86,83.9,468.0,87.28,867.0,860.75,831.0,83.79,84.49,731.25,765.0,2.4379,2.3187,93.279,77.3,98.265,2.7863,504.503,492.521,776.345,2.4129,79.77,82.44,82.47
2021-10-19,738.75,83.91,2.4795,2.4583,2.3797,2.3388,814.75,772.0,738.75,82.99,83.04,469.75,86.71,868.0,866.5,836.75,84.34,85.01,728.25,764.5,2.4533,2.3351,93.23,77.83,97.779,2.7072,493.301,481.119,767.423,2.3967,80.32,82.96,82.76
2021-10-20,742.25,84.315,2.5125,2.486,2.4179,2.3697,807.5,773.0,744.5,82.54,82.56,466.25,85.71,856.0,862.75,837.75,84.68,85.56,731.25,767.5,2.4825,2.3592,93.524,78.73,96.76,2.6997,492.651,479.738,762.161,2.4334,81.45,83.87,83.81
2021-10-21,727.5,82.85,2.4401,2.4692,2.3945,2.3349,806.5,760.75,728.5,83.095,83.19,453.5,86.28,830.0,857.75,834.75,83.26,83.87,715.5,751.5,2.4438,2.3174,91.958,77.64,98.97,2.6711,490.017,474.398,769.024,2.4088,80.66,83.25,84.04
