date,AJKMM1 Comdty,CLA Comdty,COA Comdty,NGA Comdty,TZTA Comdty
2026-04-28,16.203,80.43,88.56,3.141,43.556
2026-04-29,17.726,81.72,89.96,3.095,46.687
2026-04-30,17.459,82.26,90.37,3.178,45.822
2026-05-01,16.953,81.42,89.77,3.203,45.699
2026-05-04,17.98,85.94,94.75,3.288,47.915
2026-05-05,17.504,83.87,93.17,3.197,46.757
2026-05-06,16.19,78.89,87.35,3.134,43.765
2026-05-07,16.725,79.34,87.58,3.137,43.376
2026-05-08,16.216,80.95,89.28,3.124,43.922
2026-05-11,17.646,83.32,91.59,3.215,45.98
2026-05-12,17.506,85.58,94.03,3.141,46.285
2026-05-13,17.535,83.52,91.82,3.131,46.53
2026-05-14,18.009,83.23,91.3,3.154,46.848
2026-05-15,19.039,85.6,93.49,3.181,49.329
2026-05-18,18.804,87.8,95.46,3.248,49.805
2026-05-19,19.73,87.26,94.57,3.343,51.218
2026-05-20,18.97,83.69,90.58,3.204,49.122
2026-05-21,18.569,83.38,90.04,3.196,49.104
2026-05-22,18.741,83.63,90.55,3.065,48.336
2026-05-25,17.79,,86.44,,45.193
2026-05-26,18.561,81.92,88.57,3.052,47.241
2026-05-27,18.044,79.59,86.03,3.122,46.31
2026-05-28,18.492,81.08,87.31,3.308,46.743
2026-05-29,18.127,79.66,85.6,3.327,45.684
2026-06-01,19.034,81.88,88.03,3.232,48.565
2026-06-02,18.973,82.62,89.07,3.211,47.326
2026-06-03,19.103,84.26,90.24,3.262,48.656
2026-06-04,19.023,82.15,88.04,3.373,48.584
2026-06-05,18.888,81.01,86.82,3.285,48.373
2026-06-08,19.509,82.96,88.54,3.218,49.843
2026-06-09,19.248,81.39,86.84,3.204,48.804
2026-06-10,19.775,82.95,88.3,3.239,50.012
2026-06-11,18.469,81.53,86.53,3.144,49.76
2026-06-12,18.216,78.63,83.59,3.16,46.909
2026-06-15,16.989,75.7,80.35,3.169,42.676
2026-06-16,16.348,73.15,77.62,3.249,41.99
2026-06-17,15.719,73.35,77.9,3.186,42.095
2026-06-18,15.318,73.3,78.12,3.268,40.772
2026-06-19,15.782,,78.52,,42.375
2026-06-22,15.893,71.62,76.41,3.266,42.19
2026-06-23,15.857,71.3,75.94,3.177,42.329
2026-06-24,15.315,68.97,73.37,3.252,41.247
2026-06-25,15.412,70.52,74.91,3.277,40.688
2026-06-26,15.663,68.26,72.35,3.255,41.068
2026-06-29,16.109,69.57,73.61,3.158,42.642
2026-06-30,16.35,68.68,72.93,3.213,43.565
2026-07-01,16.014,68.29,72.15,3.164,42.965
2026-07-02,16.806,68.46,72.32,3.123,44.118
2026-07-03,16.71,,72.39,,45.212
2026-07-06,16.102,68.49,72.4,3.121,44.29
2026-07-07,17.332,69.92,74.03,3.164,46.765
2026-07-08,17.623,72.2,77.03,3.141,49.12
2026-07-09,17.255,71.17,75.87,2.981,50.1
2026-07-10,16.673,70.9,75.8,2.924,48.657
2026-07-13,18.263,76.42,81.85,2.893,51.302
2026-07-14,18.387,76.35,82.02,2.895,53.123
2026-07-15,18.409,76.93,82.14,2.911,54.468
2026-07-16,20.2,76.34,81.77,2.854,54.817
2026-07-17,21.491,78.91,84.58,2.905,57.345
2026-07-20,21.406,79.28,85.09,2.874,58.62
2026-07-21,21.357,80.0,86.04,2.873,59.586
2026-07-22,22.486,80.81,87.17,2.926,62.419
2026-07-23,22.096,82.93,89.98,2.95,61.891
2026-07-24,22.311,81.73,88.07,2.919,63.552
2026-07-27,19.914,78.17,83.67,2.823,58.211
2026-07-28,20.495,75.33,80.19,2.744,57.7
2026-07-29,22.391,79.68,85.42,2.769,60.519
2026-07-30,21.165,78.19,83.88,2.799,58.324
2026-07-31,21.772,78.65,84.58,2.787,59.036
2026-08-03,20.674,75.68,81.09,2.824,57.571
2026-08-04,20.035,73.15,77.93,2.728,56.06
2026-08-05,20.209,72.94,77.86,2.736,52.55
2026-08-06,22.394,74.91,80.46,2.688,55.895
2026-08-07,20.592,75.96,81.65,2.721,55.697
2026-08-10,23.076,79.92,85.89,2.852,60.967
2026-08-11,21.511,80.31,86.62,2.83,58.893
2026-08-12,21.944,80.5,86.82,2.862,61.162
2026-08-13,21.631,79.07,85.22,2.785,60.52
2026-08-14,21.867,80.1,86.57,2.785,61.501
2026-08-17,21.852,82.41,89.03,2.729,61.885
2026-08-18,22.232,82.72,89.45,2.803,63.769
2026-08-19,22.296,82.81,89.79,2.826,63.509
2026-08-20,22.768,84.86,91.97,2.76,65.402
2026-08-21,23.165,85.16,92.67,2.811,66.002
2026-08-24,23.829,83.3,90.54,2.835,68.457
2026-08-25,22.276,80.88,87.27,2.821,66.722
2026-08-26,23.089,80.85,86.94,2.874,65.777
2026-08-27,24.113,81.97,88.52,2.914,68.268
2026-08-28,22.837,81.83,88.1,2.888,66.979
2026-08-31,24.424,84.06,90.49,2.935,69.809
2026-09-01,25.255,87.75,94.65,2.904,72.218
2026-09-02,24.822,88.28,95.63,2.956,73.634
2026-09-03,24.048,88.03,95.52,2.913,71.81
2026-09-04,24.719,88.57,96.28,2.975,71.952
2026-09-07,24.312,,97.0,,73.306
2026-09-08,26.486,90.19,97.92,2.916,75.841
2026-09-09,26.549,92.87,101.21,2.822,79.246
2026-09-10,26.984,98.4,107.63,2.834,82.047
2026-09-11,26.148,95.94,104.61,2.831,79.52
2026-09-14,26.691,97.14,105.68,2.896,82.566
2026-09-15,25.979,100.75,108.75,2.919,80.06
2026-09-16,26.861,97.51,105.83,2.891,78.03
2026-09-17,27.214,97.23,104.82,2.901,76.352
2026-09-18,27.544,96.08,103.87,2.912,79.518
2026-09-21,25.697,92.37,100.34,2.836,73.253
2026-09-22,25.293,90.52,99.25,2.965,73.34
2026-09-23,26.05,92.16,103.08,3.023,72.01
2026-09-24,26.529,94.61,106.6,3.297,75.106
2026-09-25,24.815,92.41,104.32,3.196,72.071
