date,USDZAR Curncy,XAU Curncy,XBTUSD Curncy
2025-11-03,17.319,4001.42,106866.61
2025-11-04,17.5117,3932.09,100265.51
2025-11-05,17.4181,3979.57,103659.22
2025-11-06,17.3765,3977.21,101080.61
2025-11-07,17.3037,4001.26,103837.91
2025-11-08,,,102254.51
2025-11-09,,,104512.22
2025-11-10,17.1604,4115.76,105603.81
2025-11-11,17.1596,4126.85,102606.22
2025-11-12,17.0843,4195.39,101900.31
2025-11-13,17.0426,4171.52,98756.81
2025-11-14,17.0904,4084.06,94976.64
2025-11-15,,,95212.87
2025-11-16,,,93430.98
2025-11-17,17.1728,4044.96,91826.57
2025-11-18,17.1851,4067.24,92452.39
2025-11-19,17.1966,4077.98,90506.32
2025-11-20,17.2419,4077.19,87205.26
2025-11-21,17.3783,4065.14,85123.35
2025-11-22,,,84358.09
2025-11-23,,,87966.1
2025-11-24,17.2964,4136.31,88763.7
2025-11-25,17.2196,4130.69,87002.26
2025-11-26,17.1405,4162.15,90189.32
2025-11-27,17.1564,4157.61,91410.67
2025-11-28,17.113,4239.43,90914.64
2025-11-29,,,91035.56
2025-11-30,,,91176.49
2025-12-01,17.0915,4232.21,86446.15
2025-12-02,17.1108,4205.85,91610.6
2025-12-03,17.0394,4203.08,93722.09
2025-12-04,16.9961,4207.62,92175.09
2025-12-05,16.9338,4197.78,89203.45
2025-12-06,,,89446.56
2025-12-07,,,90233.89
2025-12-08,17.042,4190.66,91331.98
2025-12-09,17.0542,4208.24,92665.29
2025-12-10,16.9332,4228.84,92396.1
2025-12-11,16.8701,4280.18,92885.26
2025-12-12,16.8854,4299.63,90200.1
2025-12-13,,,90182.04
2025-12-14,,,88464.39
2025-12-15,16.7962,4305.01,86204.45
2025-12-16,16.7593,4302.32,87748.95
2025-12-17,16.7741,4338.33,85948.73
2025-12-18,16.7339,4332.62,85582.89
2025-12-19,16.7764,4338.88,87787.12
2025-12-20,,,88176.03
2025-12-21,,,88141.98
2025-12-22,16.7106,4443.6,88230.04
2025-12-23,16.6841,4484.47,87661.45
2025-12-24,16.6653,4479.42,87631.35
2025-12-25,16.6607,,87844.71
2025-12-26,16.6614,4533.21,87394.85
2025-12-27,,,87601.51
2025-12-28,,,87518.71
2025-12-29,16.6778,4332.35,87216.14
2025-12-30,16.5929,4339.49,88185.04
2025-12-31,16.5611,4319.37,87647.54
2026-01-01,16.5949,,88274.74
2026-01-02,16.4952,4332.29,90027.45
2026-01-03,,,90511.79
2026-01-04,,,91238.21
2026-01-05,16.3708,4449.15,94095.49
2026-01-06,16.3556,4494.83,93217.31
2026-01-07,16.4532,4456.47,91007.95
2026-01-08,16.5294,4477.65,91199.98
2026-01-09,16.4926,4509.5,90421.57
2026-01-10,,,90395.54
2026-01-11,,,90627.48
2026-01-12,16.3902,4597.51,90971.64
2026-01-13,16.4022,4586.52,94074.01
2026-01-14,16.4058,4626.58,97557.56
2026-01-15,16.3349,4616.15,95550.2
2026-01-16,16.4049,4596.09,95475.98
2026-01-17,,,95264.48
2026-01-18,,,95386.51
2026-01-19,16.3829,4670.89,92943.64
2026-01-20,16.4248,4763.43,89368.51
2026-01-21,16.261,4831.73,90180.76
2026-01-22,16.1326,4936.02,89167.85
2026-01-23,16.1274,4987.49,89236.37
2026-01-24,,,89247.78
2026-01-25,,,86485.21
2026-01-26,16.049,5008.7,87974.04
2026-01-27,15.8626,5180.16,88957.73
2026-01-28,15.7732,5417.21,89277.17
2026-01-29,15.7379,5375.24,84382.28
2026-01-30,16.1469,4894.23,84162.39
2026-01-31,,,78197.32
2026-02-01,,,76433.17
2026-02-02,16.0879,4661.38,78462.48
2026-02-03,15.9556,4946.76,76140.48
2026-02-04,16.0739,4964.93,72627.14
2026-02-05,16.3092,4779.05,63083.01
2026-02-06,16.0311,4964.36,70312.76
2026-02-07,,,69454.82
2026-02-08,,,70665.59
2026-02-09,15.8986,5057.8,70368.04
2026-02-10,15.9511,5025.45,68613.68
2026-02-11,15.8695,5084.39,67757.23
2026-02-12,15.9611,4922.19,65781.43
2026-02-13,15.9457,5042.04,68863.95
2026-02-14,,,69889.04
2026-02-15,,,68820.04
2026-02-16,15.9795,4992.08,68826.35
2026-02-17,16.0204,4877.89,67639.48
2026-02-18,16.0644,4977.56,66305.35
2026-02-19,16.1441,4996.1,66896.2
2026-02-20,16.0388,5107.45,67798.62
2026-02-21,,,68365.62
2026-02-22,,,67582.41
2026-02-23,16.02,5227.42,64563.47
2026-02-24,15.9773,5143.85,64046.98
2026-02-25,15.849,5164.78,68945.28
2026-02-26,15.936,5184.97,67465.64
2026-02-27,15.9364,5278.93,65527.34
2026-02-28,,,66723.7
2026-03-01,,,65678.1
2026-03-02,16.1024,5322.12,69423.73
2026-03-03,16.528,5088.83,68033.05
2026-03-04,16.3467,5140.36,73340.89
2026-03-05,16.6538,5082.3,71142.01
2026-03-06,16.548,5171.74,68283.96
2026-03-07,,,67448.87
2026-03-08,,,67219.4
2026-03-09,16.3004,5138.53,68982.35
2026-03-10,16.291,5191.98,70249.53
2026-03-11,16.4893,5176.46,70649.91
2026-03-12,16.7994,5079.21,70182.1
2026-03-13,16.9325,5019.49,71357.15
2026-03-14,,,70824.49
2026-03-15,,,71741.23
2026-03-16,16.675,5006.41,74235.49
2026-03-17,16.6687,5005.61,74540.1
2026-03-18,16.9898,4818.5,71227.74
2026-03-19,16.7628,4650.02,70491.6
2026-03-20,17.0508,4564.63,69637.84
